nombre;precio
Galletas de barquillo rellena sabor chocolate Carrefour 210 g.;0.99
Galletas Digestive Carrefour Sensation 800 g.;1.75
Galletas de avena y naranja Digestive Gullón 425 g.;2.15
Galletas Creme Tropical Gullón 1 kg.;4.55
Palitos de chocolate con leche Mikado Lu 75 g.;2.29
Café en grano natural Carrefour Classic 500 g.;5.19
Galletas caramelizadas Lotus Biscoff 250 g.;2.09
Cereales rellenos de leche Carrefour Sensation sin gluten 500 g.;2.25
Galletas relieve Carrefour Classic 735 g.;1.74
Café molido mezcla intenso La Estrella 250 g.;3.6
Manzanilla en bolsitas Carrefour 50 ud.;1.31
Galletas chocolate blanco rellenas de crema Trío Carrefour Classic 235,8 g.;1.6
Galletas rellenas de crema de chocolate Príncipe 300 g.;2.29
Galletas con canela Carrefour Original 470 g.;1.5
Café latte cappuccino Kaiku sin gluten 370 ml.;2.69
Galletas María Oro Cuétara pack de 3 unidades de 225 g.;3.59
Chocolate a la taza listo para tomar Ram sin gluten brik 1 l.;2.69
Galletas bañadas con chocolate blanco Filipinos Artiach 128 g.;1.95
Galletas horneadas Carrefour Original 500 g.;1.78
Café Molido Natural Cultivo Sostenible Nestlé Bonka 500 g.;7.45
Galletas rellenas de crema Trío Carrefour Classic 235,8 g.;1.84
Galleta rellena de chocolate con leche Lotus Biscoff 150 g.;1.86
Galletas de chocolate rellenas de crema Oreo 440 g.;4.75
Azúcar moreno de caña integral Azucarera 800 g.;1.95
Copos de cereales chocolateados Carrefour Kids 500 g.;1.99
Cereales de maíz tostados y azucarados Frosties Kellogg's 450 g.;4.39
Cereales de maíz sin azúcar añadido Corn Flakes Carrefour 500 g.;1.5
Café con leche en cápsulas Nescafé Dolce Gusto 30 ud.;0.3
Galletas María Gullón Zero sin azúcar 400 g.;2.59
Galletas rellenas de crema de vainilla Lotus Biscoff 150 g.;1.86
Café espresso intenso en cápsulas Nescafé Dolce Gusto 30 ud.;0.3
Café latte light Kaiku sin gluten y sin lactosa 230 ml.;1.88
Galletas maría dorada Family Biscuits 600 g.;1.27
Aros de chocolate negro Carrefour 128 g.;1.15
Galletas caramelizadas Lotus Biscoff 124 g.;0.99
Cereales rellenos de crema de avellana Crocks Sensation Carrefour sin gluten 500 g.;2.09
Café latte de caramelo Starbucks 220 ml.;2.09
Galletas de chocolate rellenas de crema Mini Oreo pack de 4 unidades de 40 g.;1.95
Café soluble natural Nescafé Classic 200 g.;7.99
Galletas de mantequillas con tabletas de chocolate negro Carrefour Classic 150 g.;1.4
Café molido natural Crema e Gusto Lavazza 250 g.;4.85
Café molido natural intenso Carrefour 250 g.;2.15
Azúcar blanco en azucaritos Azucarera 300 g.;1.37
Galletas Campurrianas Cuétara 755 g.;4.29
Galletas doradas al horno Zero Gullón sin azúcar 330 g.;3.25
Café soluble descafeinado en sobres Nescafé Classic 10 ud.;1.5
Edulcorante líquido Carrefour 300 ml.;1.59
Bizcocho recubierto de frambuesa y chocolate Pims Fontaneda 150 g.;3.35
Galletas rellenas de crema de chocolate Mini Príncipe 160 g.;1.95
Cereales Special K classic Kellogg´s 700 g.;4.89
Café cappuccino Starbucks 220 ml.;2.09
Cereales smacks Kellogg's 400 g.;4.39
Café molido mezcla descafeinado Carrefour Classic 250 g.;2.55
Café soluble natural Nescafé Classic pack de 10 ud.;1.5
Galletas cookie chocolate Nocilla 120 g.;2.19
Galletas Rellenas de Crema de Chocolate Príncipe pack de 3 unidades de 300 g.;5.89
Café cápsulas ristretto Carrefour Extra compatible con Nespresso pack de 50 unidades de 5,2 g.;0.18
Cacao soluble instantáneo Nestlé Nesquik sin gluten 390 g.;4.25
Cacao soluble Dulcinea sin Gluten 500 g.;1.41
Café cápsulas intenso Carrefour Extra compatible con Nespresso pack de 50 unidades de 5,2 g.;0.18
Manzanilla con anís en bolsitas Carrefour 50 ud.;1.96
Azúcar moreno de caña in integral Classic´ Carrefour 1 kg.;1.85
Cereales con chocolate Stylesse Carrefour 500 g.;2.25
Café molido natural descafeinado Carrefour Classic 250 g.;2.55
Cereales de maíz Corn Flakes Kellogg's 500 g.;2.99
Galletas de mantequilla con tableta de chocolate blanco Carrefour 150 g.;1.16
Mini cookies Carrefour 150 g.;1.32
Muesli crujiente sin azúcar añadido Carrefour Sensation 500 g.;1.99
Galletas de chocolate rellenas de doble crema Oreo 185 g.;2.25
Barritas de chocolate rellenas de leche Classic Carrefour 125 g.;1.3
Café cápsulas intenso Carrefour Extra compatible con Dolce Gusto 16 unidades de 7 g.;0.21
Galletas sandwich rellena de crema de chocolate Mini Crok 220 g.;0.94
Palitos de chocolate noir Mikado Lu 75 g.;2.29
Té matcha ecológico Carrefour Bio 55 g.;3.59
Cacao soluble original Cola Cao 2,5 kg.;6.92
Bizcochos chocolate con leche Cake&Choc Milka 175 g.;3.29
Galletas de avena y chocolate con leche Digestive Carrefour Sensation 300 g.;1.61
Galletas napolitana Cuétara 426 g.;2.85
Edulcorante climatos y sacarinas en polvo Carrefour 60 ud.;1.1
Galletas de fibra integral Zero Gullón sin azúcar 170 g.;2.05
Café Colombia en cápsulas Carrefour Extra compratibles con Nespresso 20 ud.;0.18
Poleo menta en bolsitas Pompadour 25 ud.;2.19
Galleta Circus Carrefour Classic 330 g.;1.65
Cereales con chocolate belga Kellogg's All Bran 375 g.;3.99
Barritas de galleta cubiertas de chocolate Carrefour sin aceite de palma 168 g.;1.58
Cereales rellenos de cacao y avellanas Carrefour sin gluten 400 g.;2.25
Copos de maíz azucarados Carrefour Kids 500 g.;1.85
Café molido mezcla de cultivo sostenible Nestlé Bonka 500 g.;7.45
Cereales integrales con chocolate Chocapic Nestlé 750 g.;4.89
Galletas de chocolate rellenas de crema bañadas en chocolate blanco Oreo 246 g.;3.25
Cereales crujientes con chocolate Muesli Carrefour 750 g.;3.07
Galletas de chocolate con leche rellenas de crema Choc&Roll Carrefour Classic 252 g.;1.99
Galletas bañadas con chocolate negro Filipinos Artiach 128 g.;1.95
Galletas maría Marbú Dorada Artiach 800 g.;4.19
Alfajor de dulce de leche Mardel 150 g.;2.29
Cereales choco krispies Kellogg's 420 g.;3.55
Cereales integrales con chocolate Chocapic Nestlé 375 g.;3.55
Galletas relenas de limón Bocaditos Cuétara 150 g.;1.31
Cereales chocos Kellogg's 420 g.;4.39
Manzanilla en bolsitas Hornimans 25 ud.;2.45
Café soluble descafeinado Nescafé Classic 200 g.;7.99
Galletas de barquillo rellenas de crema de chocolate Zero Gullón sin azúcares 180 g.;1.92
Café con leche Puleva Original sin gluten 1 l.;2.35
Azúcar moreno de caña Panela Gourmet Latino 454 g.;2.19
Té verde en bolsitas Carrefour 30 ud.;1.07
Galletas Mini The Simpson Siro 275 g.;1.07
Galletas Mini Dinosaurus Artiach sin gluten 160 g.;2.79
Barritas de cereales con chocolate con leche y coco Carrefour 6 unidades de 20,83 g.;1.58
Galletas de chocolate digestive Zero Gullón sin azúcar 270 g.;3.59
Café con leche en cápsulas Carrefour compatible con Dolce Gusto 16 unidades de 10 g.;0.21
Galletas de chocolate rellenas de crema vainilla y frambuesa Remix Oreo 157 g.;1.8
Café latte espresso Kaiku sin gluten 230 ml.;1.88
Galletas de avena Zero Gullón sin azúcar añadido 410 g.;2.79
Galletas María dorada Zero Gullón sin azúcar añadido 400 g.;2.35
Galletas de barquillo rellenas de nata sin azúcar añadido Carrefour 210 g.;1.1
Café latte cookies Nescafé sin gluten 205 ml.;1.5
Galletas de chocolate con leche Estrellas Príncipe 225 g.;2.79
Infusión de jengibre con limón en bolsitas Pompadour 20 ud.;2.79
Té verde con jengibre y limón en bolsitas Carrefour Classic 25 ud.;1.2
Galleta bañada ColaCao 157 g.;2.85
Cereales de arroz inflado Choco Rice Carrefour Classic 500 g.;2.09
Galletas Oceanix Tosta-Rica 400 g.;4.25
Café grano descafeinado Carrefour Classic 500 g.;5.59
Galletas con chocolate Choco Biscuits Milka 150 g.;3.49
Café molido natural express Carrefour Extra 250 g.;3.09
Avena suave integral Weetabix Oatibix 500 g.;2.15
Galletas Tosta Kids Family Biscuits 600 g.;1.53
Mini galletas bañadas en chocolate Colacao 100 g.;2.15
Café intenso en cápsulas Carrefour Extra compatible con Nespresso 20 ud.;0.18
Manzanilla con anís en bolsitas Pompadour 25 ud.;2.19
Café soluble natural Nescafé Classic 300 g.;9.69
Chocolate a la taza en polvo Carrefour sin gluten 400 g.;1.74
Café descafeinado en cápsulas Carrefour Extra compatible con Nespresso pack de 20 unidades de 5,2 g.;0.18
Galletas Chocolinas Bagley 170 g.;1.51
Cookies con pepitas de chocolate sin azúcar añadido Classic Carrefour 225 g.;2.39
Galleta rellena de crema Lotus Biscoff 150 g.;1.86
Cereales de trigo integral Carrefour 500 g.;2.65
Cereales con chocolate negro Special K Kellog's 500 g.;5.49
Copos suaves de avena integral ecológicos EcoCesta sin azúcares añadidos 800 g.;3.55
Galletas recubiertas de chocolate negro Digestive Carrefour Sensation 300 g.;1.49
Tila en bolsitas Carrefour 50 ud.;2.15
Galletas de cereales con chocolate con leche Dinosaurus Artiach 255 g.;3.75
Café latte de vainilla Kaiku sin gluten 230 ml.;1.88
Galletas de cereales con chocolate blanco Dinosaurus Artiach 264 g.;3.85
Galletas María sin sal y sin azúcares añadidos Carrefour Classic 600 g.;2.29
Infusión duerme bien plus en bolsitas Pompadur 20 ud.;2.89
Cereales con maíz y miel Carrefour Kids 500 g.;2.15
Galletas de cereales a cucharadas con vitaminas Dinosaurus Artiach 320 g.;2.95
Cacao soluble natural 100% Valor sin gluten 250 g.;6.15
Galletas muesli con avena, pasas, albaricoque y soja Digestive Gullón 365 g.;2.45
Surtido de pastas Carrefour 500 g.;2.35
Café molido natural La Estrella 250 g.;3.6
Galletas de chocolate rellenas de crema Oreo 220 g.;2.55
Surtido de galletas El Auténtico Cuétara 420 g.;6.15
Café cápsulas espresso roast Starbucks compatible con Nespresso 10 ud.;0.44
Galleta cookie chocolate blanco Nocilla 120 g.;2.19
Café latte sin azúcares añadidos Kaiku sin gluten sin lactosa 230 ml.;1.88
Galletas con grageas de chocolate con leche Lacasitos 120 g.;2.15
Café soluble cappuccino Nescafé Gold 250 g.;4.99
Azúcar moreno intenso Sidul 500 g.;1.3
Muesli crujiente Carrefour Sensation 500 g.;2.15
Galletas Chiquilín Artiach 875 g.;5.39
Galletas finas con chocolate negro Digestive Fontaneda 170 g.;2.15
Galletas a cucharadas multicereales con cacao Favorita Gullón 250 g.;1.08
Cereales Choco Bollz Carrefour Classic 375 g.;1.92
Cereales integrales Trix 300 Nestlé g.;3.59
Menta en bolsitas Carrefour 50 ud.;2.05
Galletas rellenas de crema de chocolate Príncipe Maxi Choc 250 g.;2.69
Galletas mini con tableta de chocolate con leche Carrefour Classic 160 g.;2.05
Galleta integral con cererales Carrefour 300 g.;1.69
Café extrafuerte en cápsulas Carrefour Extra compatible con nespresso 20 ud.;0.18
Café cortado en cápsulas Carrefour compatible con Dolce Gusto 30 unidades de 5,8 g.;0.21
Galletas barquillo rellenas de crema sabor nata Artinata Original Artiach 210 g.;2.15
Café molido natural arábica Carrefour Selección 250 g.;3.49
Alfajores de dulce de leche blanco Márdel 150 g.;2.29
Café ristretto en cápsulas Carrefour Extra compatibles con Nespresso pack de 20 unidades de 5,2 g.;0.18
Galletas María Gullón sin gluten y sin lactosa 380 g.;3.09
Café molido natural descafeinado Carrefour 500 g.;4.95
Galletas rellenas de cacao Carrefour Classic sin gluten 120 g.;2.45
Café molido natural de Colombia Carrefour Selección 250 g.;3.49
Galletas María dorada Gullón pack de 3 unidades de 200 g.;2.25
Galletas mini wafers Milka 110 gr.;2.29
Infusión de Jengibre en bolsitas Carrefour Classic 20 ud.;1.35
Café cápsulas espresso descafeinado roast Starbucks compatible con Nespresso 10 ud.;0.44
Café molido mezcla natural Saimaza 250 g.;4.79
Galletas finas con chocolate con leche Digestive Fontaneda 170 g.;2.79
Café molido mezcla intenso La Estrella pack de 2 unidades de 250 g.;6.75
Cereales ecológicos Corn Flakes Carrefour Bio 500 g.;3.55
Café soluble con leche y azúcar 3 en 1 Nestlé pack de 10 sobres de 16 g.;2.95
Café cápsulas descafeinado al agua Carrefour Extra compatible con Dolce Gusto 30 unidades de 7 g.;0.21
Infusión Buenas Noches con tila, azahar, hierbaluisa y melisa en bolsitas Carrefour 30 ud.;1.58
Café descafeinado en cápsulas Carrefour Extra compatible con Nespresso pack de 50 unidades de 5,2 g.;0.18
Cacao soluble Cola Cao Cero sin azúcar añadido 325 g.;4.39
Copos de avena integral Classic Carrefour sin gluten 500 g.;2.79
Cacao soluble instantáneo Nestlé Nesquik sin gluten 700 g.;6.49
Azúcar moreno de caña integral Panela Azucarera 500 g.;2.45
Café monodosis natural Carrefour Sensation compatible con Senseo 32 unidades de 7 g.;0.07
Manzanilla en bolsitas ecológica Carrefour Bio 20 ud.;2.25
Café Molido Descafeinado Cultivo Sostenible Bonka Nestlé 400 g.;7.45
Galletas de Cereales y Chocolate Florbú sin Azúcares Añadidos 370 g.;2.95
Cacao soluble Chococao Carrefour Classic sin gluten 1 kg.;4.25
Galletas cookies Carrefour Classic sin aceite de palma 200 g.;2.29
Galletas finas de avena recubierta de chocolate negro Gullón 150 g.;2.19
Cereales de salvado de trigo ricos en fibra con vitaminas y minerales All Bran Fibre Plus Kellogg's 500 g.;4.89
Rooibos con vainilla en bolsitas Pompadour 20 ud.;2.79
Café con leche descafeinado en cápsulas Nescafé Dolce Gusto 16 ud.;0.35
Café soluble natural con magnesio Nescafé Vitalissimo 200 g.;8.55
Galletas rellenas de yogur con avena y frutos rojos Gullón 220 g.;2.59
Cereales crunchy 3 chocolates Carrefour 500 g.;3.05
Infusión laxsana con sen y anís sabor ciruela en bolsitas Susarón 20 ud.;2.95
Galletas con relleno cremoso Cards Kinder 128 g.;3.19
Bizcocho de crema de cacao con avellanas Carrefour Kids 120 g.;1.1
Edulcorante Classic comprimidos Natreen 400 ud.;3.95
Galletas remix tiramisú Oreo 157 g.;1.76
Cuajada natural Carrefour Original pack de 4 unidades de 125 g.;1.19
Arroz con leche Carrefour pack de 4 unidades de 115 g.;1.22
Yogur natural Carrefour pack de 8 unidades de 125 g.;1.32
Yogur griego natural Carrefour Extra pack de 6 unidades de 125 g.;1.47
Kéfir natural Carrefour Sensation 500 g.;1.18
Yogur griego natural Carrefour Extra 1 kg.;2.26
Kéfir bífidus natural Danone Activia 320 g.;1.99
Yogur griego con stracciatella Carrefour Extra sin gluten pack de 6 unidades de 125 g.;1.8
Flan sabor vainilla con caramelo Carrefour sin gluten pack de 6 unidades de 100 g.;0.99
Natillas con galleta entera Carrefour pack de 4 unidades de 125 g.;1.25
Natillas de vainilla Carrefour Classic' pack de 4 unidades de 125 g.;1.1
Yogur natural con azúcar de caña Carrefour Classic' pack de 8 unidades de 125 g.;1.32
Copa de chocolate con nata Carrefour pack de 4 unidades de 115 g.;1.35
Natillas de vainilla Danone Danet pack de 4 unidades de 120 g.;1.99
Yogur griego natural azucarado Carrefour Extra pack de 6 unidades de 125 g.;1.6
Natillas de chocolate Carrefour pack de 4 unidades de 125 g.;1.1
Yogur natural Danone pack de 8 unidades de 120 g.;1.35
Yogur sabor fresa Danone sin gluten pack de 4 unidades de 120 g.;0.94
Bebida láctea desnatada al cacao Proteína Plus Carrefour Sensation sin gluten y sin azúcar añadido 330 ml.;1.34
Bebida láctea desnatada de vainilla Proteína Plus Sensation Carrefour sin gluten y sin azúcar añadido 330 ml.;1.34
Copa con nata y chocolate Carrefour Classic' 200 g.;0.64
Yogur natural azucarado Carrefour Classic' pack de 8 unidades de 125 g.;1.32
Yogur sabor limón Danone sin gluten pack de 4 unidades de 120 g.;0.94
Yogur líquido fresa y plátano Carrefour Classic´sin gluten 1 kg.;1.37
Leche fermentada líquida natural Danone - Actimel si gluten pack de 6 unidades de 100 g.;3.77
Yogur griego de stracciatella Danone sin gluten pack de 4 unidades de 110 g.;1.41
Yogur natural Danone sin gluten pack de 4 unidades de 120 g.;0.94
Natillas de caramelo Carrefour pack de 4 unidades de 125 g.;1.1
Yogur sabor macedonia Danone sin gluten pack de 4 unidades de 120 g.;0.94
Yogur griego natural Danone Oikos pack de 4 unidades de 110 g.;2.69
Kéfir natural Carrefour Sensation 500 g.;1.34
Leche fermentada líquida de fresa sin azúcar añadido Danone Danacol pack de 14 unidades de 100 g.;5.39
Natillas de chocolate Danone Danet sin gluten pack de 4 unidades de 120 g.;1.99
Panna cotta al caramelo Carrefour pack de 4 unidades de 90 g.;0.99
Gelatina sabor fresa jellies Carrefour sin gluten pack de 6 unidades de 100 g.;0.94
Leche fermentada líquida natural Danone Danacol sin gluten y sin azúcar añadido pack de 14 unidades de 100 g.;5.39
Preparado de soja y coco Alpro sin gluten y sin lactosa 400 g.;2.59
Yogur sabor coco, fresa, frutos del bosque y macedonia Danone sin gluten pack de 8 unidades de 120 g.;1.15
Yogur sabor fresa y plátano Carrefour Classic' pack de 8 unidades de 125 g.;1.48
Leche fermentada natural Carrefour Classic pack de 6 unidades de 125 g.;0.99
Yogur líquido sabor fresa Danone Danonino pack de 4 bolsitas de 70 g.;2.35
Cuajada natural azucarada Carrefour Original pack de 4 unidades de 125 g.;1.19
Yogur semidesnatado líquido de fresa Carrefour 1 kg.;1.37
Bífidus desnatado con muesli y cereales Classic´ Carrefour sin azúcar añadido pack de 4 unidades de 125 g.;1.23
Yogur líquido de fresa Carrefour Classic' pack de 12 unidades de 100 g.;1.57
Preparado de soja de arándanos Alpro sin gluten sin lactosa 400 g.;2.59
Bífidus cremoso de lima y limón Danone Activia pack de 4 unidades de 115 g.;1.87
Preparado de soja sabor mango sin azúcar añadido Alpro Más Fruta sin gluten sin lactosa 400 g.;2.59
Yogur sabor coco Danone sin gluten pack de 4 unidades de 120 g.;0.94
Leche fermentada de proteínas líquida desnatada sabor fresa y frambuesa sin azúcar añadido Danone YoPro sin lactosa 300 g.;2.32
Bífidus desnatado con frutas del bosque Carrefour sin gluten y sin azúcar añadido pack de 4 unidades de 125 g.;1.23
L.Casei líquido sabor fresa-plátano y piña-coco Carrefour Classic pack de 12 unidades de 100 g.;1.89
Yogur griego de lima limón Carrefour Extra pack de 6 unidades de 125 g.;1.69
Petit sabor fresa Danone Danonino sin gluten pack de 6 unidades de 50 g.;1.42
Bífidus de fibras con avena y nueces Danone Activia pack de 4 unidades de 120 g.;2.83
Yogur azucarado natural Danone sin gluten pack de 8 unidades de 120 g.;1.88
Yogur desnatado líquido de fresa sin azúcar añadido Carrefour sin gluten 1 kg.;1.31
Preparado de soja y lima-limón Alpro sin gluten y sin lactosa 400 g.;2.59
Yogur griego natural Danone pack de 4 unidades de 110 g.;1.41
Bífidus desnatado cremoso sabor frutos silvestres Danone Activia sin gluten y sin azúcar añadido pack de 4 unidades de 115 g.;1.87
Preparado de coco natural Alpro sin gluten y sin lactosa 350 g.;2.59
Bífidus desnatado con trozos de melocotón Danone Activia sin azúcar añadido pack de 4 unidades de 120 g.;2.82
Yogur sabor limón, galleta, fresa y macedonia Danone sin gluten pack de 8 unidades de 120 g.;1.88
Natilla de chocolate alta en proteínas Valio Profeel Protein sin lactosa 180 g.;1.71
Kéfir de cabra ecológico Carrefour Bio 420 g.;3.02
Yogur sabor coco Carrefour Classic' pack de 4 unidades de 125 g.;0.76
Yogur liquido de piña y coco Carrefour Classic´ sin gluten 1000 g.;1.37
Petit sabor fresa y plátano Danone Danonino sin gluten pack de 6 unidades de 50 g.;1.42
Gelatina de sabores Carrefour sin gluten pack de 6 unidades de 100 g.;0.94
Leche fermentada desnatada aromatizada con vainilla YoPro Danone pack de 4 unidades de 120 g.;3.07
Tarta de queso Carrefour Original sin gluten 180 g.;1.8
Yogur con bolitas cubiertas de chocolate Mix-in Nestlé Kit Kat pack de 2 unidades de 115 g.;2.15
Leche fermentada desnatada con arándanos Danone YoPro pack de 4 unidades de 120 g.;3.07
Yogur sabor galleta Danone pack de 4 unidades de 120 g.;0.94
Yogur sabor fresa Carrefour Classic' pack de 4 unidades de 125 g.;0.76
Kéfir sabor mango Carrefour Sensation 500 g.;1.34
Cuajada Danone sin gluten pack de 2 unidades de 135 g.;1.5
Yogur sabor macedonia Carrefour Classic' pack de 4 unidades de 125 g.;0.76
Petit Nestlé Nesquik sin gluten pack de 6 unidades de 60 g.;1.85
Leche fermentada líquida desnatada natural sin azúcar añadido Danone - Actimel sin gluten pack de 6 unidades de 100 g.;3.77
Kéfir líquido natural Nestlé 500 g.;1.94
Copa de chocolate con nata Danone La Copa pack de 2 unidades de 110 g.;1.73
Bífidus con frutos del bosque Danone Activia pack de 4 unidades de 120 g.;2.82
Yogur liquido desnatado sabor fresa proteína plus Carrefour Sensation sin gluten y sin azúcar añadido 400 g.;1.55
Flan de huevo al baño María Dhul sin gluten pack de 4 unidades de 110 g.;2.65
Bífidus con trozos de fresa Danone Activia pack de 4 unidades de 120 g.;2.82
Yogur griego con fresa Danone pack de 4 unidades de 110 g.;1.41
Flan de clara de huevo Proteína Plus 0% materia grasa sin azúcares añadidos Carrefour sin gluten pack de 2 unidades de 160 g.;1.51
Flan de huevo sin azúcar añadido Carrefour sin gluten pack de 4 unidades de 100 g.;1.35
Yogur natural Carrefour Classic' pack de 4 unidades de 125 g.;0.8
Natillas de galleta Carrefour pack de 4 unidades de 125 g.;1.1
Bífidus cremoso stracciatella Danone Activia pack de 4 unidades de 115 g.;1.87
Yogur natural azucarado Danone sin gluten pack de 4 unidades de 120 g.;0.94
Bífidus desnatado con trozos de melocotón y maracuyá sin azúcar añadido Carrefour pack de 4 unidades de 125 g.;1.23
Bífidus con trozos de pera Danone Activia pack de 4 unidades de 120 g.;2.82
Bífidus con trozos de frutos rojos Carrefour pack de 4 unidades de 125 g.;1.29
Yogur griego stracciatella Danone Oikos pack de 4 unidades de 110 g.;2.6
Yogur estilo griego con vainilla Carrefour Extra sin gluten pack de 6 unidades de 125 g.;0.76
Leche fermentada líquida sabor fresa Danone Actimel Kids sin gluten pack 6 unidades 100 g.;3.77
Leche fermentada natural Carrefour No Lactosa sin lactosa pack de 4 unidades de 125 g.;1.42
Copa de fresa con nata Nestlé La Lechera sin gluten pack de 4 unidades de 100 g.;2.65
Yogur sabor plátano Danone sin gluten pack de 4 unidades de 120 g.;0.94
Preparado de soja sabor frutos rojos con dátiles sin azúcar añadido sin gluten sin lactosa Alpro 400 g.;2.59
Bífidus natural Carrefour Classic sin azúcares añadidos pack de 6 unidades de 125 g.;1.13
Mousse de limón Nestlé La Lechera pack de 4 unidades de 62 g.;2.19
Yogur de fresa con grageas de chocolate Nestlé Smarties pack de 2 unidades de 128 g.;2.15
Leche fermentada líquida con fresa Danone - Actimel sin gluten pack de 6 unidades de 100 g.;3.77
Postre lácteo al cacao Proteína Plus Sensation Carrefour sin gluten y sin azúcar añadido 200 g.;1.33
Petit sabor fresa Carrefour Kids en bolsitas pack de 4 unidades de 90 g.;1.51
Yogur griego azucarado natural Danone Oikos sin gluten pack de 4 unidades de 110 g.;2.69
Bífidus desnatado con trozos de fresa sin azúcar añadido Carrefour Classic pack de 4 unidades de 125 g.;1.23
Yogur griego bicapa de fresa Carrefour Extra pack de 4 unidades de 125 g.;1.55
Leche fermentada natural edulcorado Carrefour Classic sin azúcares añadidos pack de 6 unidades de 125 g.;1.08
Yogur con fresa Nestlé La Lechera pack de 2 unidades de 125 g.;1.37
Yogur natural de leche de cabra ecológica Carrefour Bio 420 g.;2.98
Preparado de soja fresa tipo skyr alto en proteína Alpro sin lactosa 400 g.;2.59
Yogur sabor frutos del bosque Danone pack de 4 unidades de 120 g.;0.94
Bífidus cremoso de fresa Danone Activia sin gluten pack de 4 unidades de 115 g.;1.87
Bífidus desnatado natural edulcorado sin azúcar añadido Carrefour Classic' pack de 4 unidades de 125 g.;1.02
Bífidus desnatado natural Danone Activia pack de 8 unidades de 120 g.;3.77
Kéfir Pastoret sin gluten 500 g.;2.32
Preparado de soja con vainilla Alpro sin gluten y sin lactosa 400 g.;2.59
Yogur liquido natural azucarado Carrefour Classic 1 kg.;1.37
Preparado de soja natural con avena Alpro sin lactosa 400 g.;2.59
Leche fermentada azucarada natural Carrefour No Lactosa sin lactosa pack de 4 unidades de 125 g.;1.42
L.Casei líquido sabor fresa Carrefour Classic' pack de 6 unidades de 100 g.;1.16
Kéfir natural Carrefour Sensation pack de 4 unidades de 125 g.;2.79
Gelatina light sabor fresa sin azúcar añadido Carrefour sin gluten pack de 6 unidades de 100 g.;1.08
Bífidus desnatado natural Danone Activia pack de 16 unidades de 120 g.;3.44
Postre delicias de trufa Nestlé La Lechera pack de 2 unidades de 125 g.;1.79
Bífidus cremoso sabor coco Danone Activia sin gluten pack de 4 unidades de 115 g.;1.87
Yogur desnatado sabores Carrefour Classic' sin azúcar añadido pack de 8 unidades de 125 g.;1.62
Bífidus desnatado natural Danone Activia pack de 4 unidades de 120 g.;1.87
Bífidus desnatado con trozos de kiwi sin azúcar añadido Carrefour pack de 4 unidades de 125 g.;1.23
Leche fermentada de proteínas líquida desnatada sabor stracciatella Danone Yopro sin lactosa y sin azúcar añadido 300 g.;2.54
Yogur líquido de frutas del bosque Carrefour Classic' sin gluten 1,5 l.;1.29
Bífidus desnatado con trozos de piña Danone Activia sin azúcar añadido pack de 4 unidades de 120 g.;2.82
Yogur griego con fresas Danone Oikos pack de 4 unidades de 110 g.;2.6
Postre lácteo desnatado sabor chocolate protein pudding Danone Yopro 180 g.;1.84
Mousse de chocolate blanco con leche Mousse Dúo Nestlé La Lechera pack de 4 unidades de 60 g.;2.45
Yogur sabor plátano Carrefour Classic' pack de 4 unidades de 125 g.;0.76
Leche fermentada desnatada natural Skyr Carrefour Sensation 150 g.;0.82
Copa mousse de chocolate con nata pasteurizada Carrefour pack de 4 unidades de 80 g.;1.89
Yogur cremoso con melocotón y maracuyá Carrefour Sensation sin gluten 500 g.;1.09
Yogur griego sabor lima y limón Danone pack de 4 unidades de 110 g.;1.41
Yogur griego con tarta de arándanos Danone Oikos pack de 2 unidades de 110 g.;1.84
Leche fermentada líquida de fresa sin azúcar añadido Carrefour Actuacol sin gluten pack de 8 unidades de 100 g.;2.46
Bífidus cremoso desnatado sabor vainilla Danone Activia sin azúcar añadido pack de 4 unidades de 115 g.;1.87
Leche fermentada de proteínas desnatada con fresa Danone Yopro pack 2 unidades de 160 g.;2.79
Gelatina sabor frutos rojos Proteína Plus 0% materia grasa Carrefour sin gluten pack de 4 unidades de 100 g.;1.57
Leche fermentada sabor fresa Carrefour Classic´ sin gluten sin lactosa pack de 4 unidades de 125 g.;1.42
Yogur griego con stracciatella Carrefour sin gluten 1 kg.;3.64
Leche fermentada fresa y plátano Carrefour Classic' sin gluten sin lactosa pack de 4 unidades de 160 g.;1.88
Yogur desnatado sabor fresa Danone Vitalinea sin azúcar añadido pack de 4 unidades de 120 g.;1.88
Petit sabor fresa y plátano Danone Danonino sin gluten pack de 4 unidades de 100 g.;1.99
Bífidus desnatado edulcorado natural Danone Activia pack de 8 unidades de 120 g.;3.77
Bífidus con mango Danone Activia pack de 4 unidades de 120 g.;2.82
Yogur natural Danone Original pack de 2 unidades de 130 g.;1.98
Leche fermentada líquida tropical sin azúcar añadido Carrefour Actuacol sin gluten pack de 8 unidades de 100 g.;2.46
Leche fermentada líquida desnatada con fresa sin azucar añadido Danone - Actimel sin gluten pack de 6 unidades de 100 g.;3.77
Bífidus desnatado de fibras con muesli sin azúcar añadido Danone Activia pack de 4 unidades de 120 g.;2.83
Leche fermentada líquida natural Danone - Actimel sin gluten pack de 14 unidades de 100 g.;4.72
Natilla de caramelo alta en proteínas Valio Profeel Protein sin lactosa 180 g.;1.81
Leche fermentada desnatada de stracciatella Danone YoPro pack de 2 unidades de 160 g.;2.6
