nombre;precio
Chocolate negro con avellanas enteras Carrefour Extra sin gluten 200 g.;2.69
Crema de cacao y leche con avellanas Carrefour sin gluten 400 g.;2.39
Chcoolate con leche relleno de cremoso y galleta Nestlé extrafino Dinosaurus 84 g.;1.55
Confitura de fresa categoría extra light Carrefour 300 g.;1.25
Chocolate con leche extrafino Carrefour Classic sin gluten pack de 3 tabletas de 150 g.;4.09
Chocolate con leche y almendras Nestlé Extrafino sin gluten 123 g.;2.25
Chocolate negro 72% cacao Carrefour Selección 80 g.;1.65
Crema de cacao con avellanas Carrefour sin gluten 400 g.;2.39
Chocolate con leche relleno de galletas Nestlé Extrafino Filipinos 84 g.;1.47
Chocolate negro Perú 85% cacao ecológico Carrefour Bio 100 g.;2.35
Chocolate crujiente Crunch Nestlé sin gluten 100 g.;1.99
Huevo de chocolate con sorpresa Kinder Joy 3 ud.;3.95
Bombones surtidos Nestlé Caja Roja 198 g.;2.95
Chocolate negro 85% con stevia sin azúcar añadido Valor sin gluten 100 g.;3.39
Crema de cacao y leche con avellanas Nocilla sin gluten y sin azúcar añadido 180 g.;3.09
Chicles sabor menta Trident sin azúcar 30 g.;1.26
Crema de avellanas original Nocilla sin gluten 360 g.;3.85
Chocolate con leche y chips ahoy Milka 100 g.;1.89
Bombones de coco y almendra Ferrero Raffaello estuche 15 ud.;4.39
Dulce de leche Márdel sin gluten 450 g.;3.09
Chicles sabor fresa Orbit sin azúcar 64 g.;3.89
Mermelada de albaricoque categoría extra Carrefour 410 g.;1.45
Barritas de galleta y chocolate Nestlé Extrafino pack de 6 unidades de 18 g.;1.69
Crema de cacao y leche con avellanas Nocilla sin gluten 360 g.;3.85
Crema de cacao y avellanas Carrefour sin gluten 750 g.;2.89
Bombones de chocolate con leche Lindt Lindor 200 g.;7.49
Barquillos rellenos de crema con leche y crema con praliné y cubierta al cacao Knoppers 5 unidades de 25 g.;2.59
Chocolate negro 85% Lindt Excellence 100 g.;4.79
Chocolate con leche Lindt 100 g.;2.99
Chocolate con leche y burbujas bubbly Milka 90 g.;1.89
Barritas de chocolate con leche, crema de cacahuete, caramelo y cacahuetes Snickers 3 ud.;3.25
Barritas de chocolate con leche y crema de avellanas Kinder Bueno pack de 5 unidades de 43 g.;4.89
Chocolate con leche y avellanas enteras Extra Carrefour sin gluten 200 g.;2.25
Chocolate con leche y almendras enteras Valor sin gluten 300 g.;5.95
Monedas y billetes de chocolate con leche Carrefour 80 g.;1.16
Crema de cacao con avellanas Nutella sin gluten 450 g.;5.09
Chocolate negro intenso con naranja Lindt Excellence 100 g.;3.89
Chocolate negro 70% con almendras enteras Valor sin gluten 250 g.;5.99
Cacahuete cubierto de chocolate con leche m&m's 400 g.;6.45
Barrita de crema de avellanas cubiertas de chocolate con leche Schär sin gluten 30 g.;1.2
Chicles de menta Klét's Fini sin gluten 100 g.;1.95
Mermelada de fresa Temporada Hero sin gluten 350 g.;2.95
Chicles sabor fresa Trident sin azúcar 43,5 g.;1.26
Caramelos de nata sin azúcar Werther's Original 90 g.;2.55
Chicles de fresa Klét's Fini sin gluten 100 g.;1.95
Aroma de vainilla Vahiné 200 ml.;4.75
Preparado para tortitas y crepes Carrefour 200 g.;1.99
Crema de cacao con leche y avellanas Carrefour sin gluten 750 g.;2.89
Miel de flores antigoteo origen España Original Carrefour 500 g.;4.35
Fresas de goma rellenas Classic Carrefour sin gluten 200 g.;1.07
Crema de leche y avellanas con cookies Nocilla sin gluten 180 g.;3.25
Chocolate negro 82% con almendras mediterráneas enteras Valor sin gluten 250 g.;6.65
Chocolate negro 70% Lindt Excellence 100 g.;4.55
Crema de cacao Noir Nocilla sin gluten 180 g.;3.25
Caramelo con palo y chicle sabor cereza Fiesta 7 ud.;2.39
Caramelos sabor eucalipto mentolado sin azúcar Halls 4 paquetes de 32 g.;2.95
Mini huevos de chocolate rellenos de leche y avellanas Kinder Schokobons 200 g.;4.75
Leche condensada Nestlé La Lechera 740 g.;3.95
Chocolate negro 90% Lindt Excellence 100 g.;5.99
Caramelos de nata Original Werther's 135 g.;2.25
Chocolate con leche relleno de galleta Oreo Milka 300 g.;5.19
Crema de cacao con avellanas Nutella sin gluten 200 g.;2.85
Mermelada de melocotón categoría extra Carrefour 650 g.;2.25
Chocolate negro relleno de naranja Carrefour sin gluten 100 g.;1.31
Chocolate blanco para fundir Nestlé Postres 170 g.;3.39
Mermelada de ciruela categoría extra Carrefour 410 g.;1.45
Crema de leche con avellanas Nocilla sin gluten 180 g.;2.95
Mermelada de frutas del bosque categoría extra Carrefour 410 g.;2.19
Mermelada de arándano categoría extra Carrefour 410 g.;2.19
Barritas de galleta crujiente cubiertas de chocolate blanco Nestlé Kit Kat White pack de 3 unidades de 41,5 g.;2.55
Chocolate blanco Oreo White Milka 100 g.;2.15
Caramelo con palo sabor fresa Melody Pops Chupa Chups 15 g.;1.14
Bombones de avellana, almendra, trufa y chocolate negro Carrefour 470 g.;5.49
Huevo de chocolate con sorpresa Patrulla Canina sin gluten pack de 3 unidades de 20 g.;1.8
Caramelos de goma Sugar Shuffle Fini 180 g.;2.19
Barritas de chocolate con leche y crema de avellanas White Kinder Bueno pack de 5 unidades de 39 g.;4.89
Chicles sabor eucalipto Orbit sin azúcar 64 g.;3.55
Chocolate negro 99% Selección Carrefour sin gluten 100 g.;2.69
Chocolate negro 47% cacao Carrefour Classic 100 g.;1.65
Chocolate negro con menta Selection Carrefour 100 g.;1.89
Chocolate con leche para repostería Nestlé Postres sin gluten 170 g.;3.55
Chocolate negro con naranja Carrefour Selección 100 g.;1.89
Chocolate puro con almendras enteras XL Valor sin gluten 300 g.;5.95
Caramelos de goma Cinema Mix Fini sin gluten 180 g.;1.9
Crema con avellanas dos sabores Dulcinea 700 g.;2.95
Dulce de membrillo Emily Foods sin gluten 400 g.;1.58
Caramelo con palo Piruletas Fiesta 105 g.;2.19
Levadura en polvo Molino Real sin gluten 90 g.;1.11
Confitura de fresas Diet Hero sin azúcar añadido 280 g.;2.95
Preparado para flan y natillas Flanín El niño Maizena 192 g.;1.75
Chocolate blanco Milka 100 g.;1.89
Chocolate con leche relleno de cremoso con galleta Nestlé Extrafino Tostarica 84 g.;1.49
Chocolate con leche extrafino Nestlé sin gluten pack de 5 tabletas de 125 g.;7.99
Chocolate negro suave con toque de sal Lindt Excellence 100 g.;3.89
Confitura de arándanos y frambuesas Diet Hero sin azúcar añadido 280 g.;3.25
Chicle de fresa MaxiRoll Boomer 56 g.;3.29
Barrita de chocolate con leche Kinder Maxi sin gluten 10 ud.;4.35
Chocolate puro Valor sin gluten 200 g.;3.29
Regaliz de goma sabor cereza Mega Torcidas Haribo 160 g.;2.09
Caramelos masticables de frutas Sugus sin gluten 150 g.;2.99
Sirope de agave ecológico Carrefour Bio 250 ml.;3.05
Chocolate con leche y almendras Nestlé Extrafino sin gluten 250 g.;4.39
Chocolate negro 52% cacao Carrefour Sensation sin gluten y sin azúcar añadido 125 g.;1.57
Crema de cacao con avellanas Nutella 1 kg.;8.85
Barritas de chocolate con leche, galleta y caramelo Twix 5 ud.;4.05
Chocolate con leche original Ferrero Rocher 90 g.;2.95
Chocolate negro 70% especial postres Nestlé sin gluten 170 g.;3.55
Mermelada de fresa Helios pack de 10 unidades de 25 g.;1.99
Caramelos de goma regaliz Black Edition Haribo 100 g.;1.53
Grageas de cacahuetes recubiertos de chocolate Pickn'Choc Carrefour 250 g.;2.85
Chocolate negro 74% cacao ecológico Carrefour Bio 100 g.;2.69
Chocolate negro 70% Valor sin gluten 300 g.;6.85
Surtido de caramelos de goma y geles dules Fun Box Fini sin gluten 70 g.;1.39
Caramelos sabor menta Mentos 38 g.;1.17
Chocolate blanco con avellanas enteras Extra Carrefour sin gluten 200 g.;2.45
Membrillo artesano Emily 250 g.;2.45
Chocolate relleno de cheesecake Milka 300 g.;5.35
Preparado para flan Royal 233 g.;2.25
Mini huevos de chocolate blanco rellenos de leche y avellanas Kinder Schoko-Bons 200 g.;4.69
Bocadillo veleño Gourmet Latino 950 g.;4.99
Chocolate negro relleno de menta Carrefour Classic sin gluten 100 g.;1.31
Chocolate negro 85% cacao Carrefour Sensation sin gluten y sin azúcar añadido 100 g.;2.25
Caramelos sabor cítrico sin azúcar Halls 4 paquetes de 32 g.;2.95
Barrita de barquillo cubierta de chocolate blanco Huesitos Valor 12 ud.;3.09
Sirope de chocolate Carrefour Original sin gluten 420 g.;2.29
Mermelada de naranja amarga Carrefour 410 g.;1.23
Chocolate con leche Lindt Lindor 100 g.;4.05
Chocolate negro 90% cacao criollo ecológico Torras sin gluten 100 g.;2.79
Gelatina neutra en polvo Royal 20 g.;2.55
Crema de almendra Sensation Carrefour sin gluten 200 g.;4.79
Chocolate con leche con galleta oreo Milka 92 g.;2.09
Barritas de chocolate con leche y crema de avellanas White Kinder Bueno 8 ud.;6.19
Caramelos sabor limón y melisa Mentolin 115 g.;2.35
Chocolate negro con naranja confitada Carrefour Extra 200 g.;2.35
Caramelos sabor menta Respiral sin gluten 350 g.;4.29
Crema con avellanas un sabor Dulcinea 700 g.;2.95
Chocolate puro con almendras mediterráneas enteras XL con stevia sin azúcar añadido Valor sin gluten 180 g.;4.79
Chocolate negro 85% Lindt Excellence pack de 2 tabletas de 100 g.;8.09
Crema de galletas crunchy Lotus Biscoff 380 g.;3.75
Mermelada de melocotón Helios pack de 10 unidades de 25 g.;1.99
Chocolate con leche con trozos de almendras con miel Piramidone Carrefour Extra 100 g.;1.81
Preparado para cuajada Royal 60 g.;1.81
Chocolate negro 92% Valor sin gluten 170 g.;6.19
Chocolate negro 70% sin azúcar añadido Valor sin gluten 180 g.;4.99
Regaliz de goma negro Mega Torcidas Haribo 200 g.;2.49
Bombones de chocolate con leche Lindt Lindor 337 g.;11.99
Mermelada de mora ctegoría extra Carrefour 410 g.;2.19
Chocolate con leche con avellanas troceadas Milka 125 g.;2.49
Chocolate negro suave 70% Lindt Excellence 100 g.;3.89
Bombones surtidos de chocolate Lindt Lindor 200 g.;7.49
Bolitas de leche malteada con chocolate con leche Maltesers 300 g.;7.19
Chocolate cremoso con leche Milka 100 g.;2.15
Barquillo con crema, avellanas picadas y caramelo cubierto con chocolate Knoppers Nutbar 200 g.;3.65
Chocolate con leche y avellanas enteras Milka Mmmax 270 g.;5.99
Chocolate con leche relleno de caramelo y cacahuetes Milka 276 g.;5.15
Chocolate con leche y almendras Milka 125 g.;2.49
Confitura de melocotón Diet Hero sin azúcar añadido 280 g.;2.95
Chocolate blanco con coco rallado caramelizado Carrefour Extra 200 g.;2.15
Miel de azahar Carrefour Classic' 500 g.;4.05
Fruta para untar de arándano Pura Fruta Helios sin gluten 250 g.;3.55
Caramelos de goma Selection Mix Fini sin gluten 150 g.;2.15
Caramelos Extra Fuerte Mentolin 115 g.;2.35
Chocolate negro 72% cacao mini tableta Selection Carrefour 200 g.;3.45
Bombones de chocolate extra negro 70% Lindt Lindor 200 g.;7.49
Chocolate con leche Carrefour Sensation sin gluten y sin azúcar añadido 125 g.;1.7
Jarabe de arce Maple Joe 250 g.;7.99
Barrita de galleta crujiente cubierta de chocolate negro Nestlé Kit Kat 3 unidades de 41,5 g.;2.69
Mermelada de albaricoque categoría extra Carrefour sin gluten 650 g.;2.25
Chocolate blanco con trozos de almendras con miel Piramidone Carrefour Extra 100 g.;1.81
Dulce de leche pastelero Márdel sin gluten 450 g.;3.85
Chicles sabor hierbabuena Orbit 4 paquetes de 10 ud.;4.29
Chocolate blanco con galleta Nestlé Jungly 125 g.;1.75
Caramelo líquido Royal 400 g.;3.29
Mermelada de ciruela categoría extra Carrefour 650 g.;2.25
Miel flores origen España Orgininal Carrefour 500 g.;4.45
Preparado para natillas caseras Royal 100 g.;1.72
Chocolate con leche Valor sin gluten y sin lactosa 100 g.;2.79
Caramelos sabor limón melisa sin azúcar Ricola 70 g.;2.15
Chocolate negro 70% con almendras enteras y stevia sin azúcar añadido Valor sin gluten 150 g.;4.19
Mermelada de naranja Diet La Vieja Fábrica sin gluten 290 g.;2.89
Caramelos de goma Ositos de Oro Haribo 275 g.;3.39
Chocolate con leche y burbujas con caramelo bubbly Milka 250 g.;4.75
Barritas de chocolate con leche, crema de turrón y caramelo Mars 5 ud.;4.39
Espumas dulces Chamallows Tubular Colors Haribo sin gluten 250 g.;3.39
Preparado para tortitas Maizena 215 g.;2.99
Confitura de fresa Bonne Maman 370 g.;3.45
Chocolate con leche triolade Milka 280 g.;4.75
Caramelos extra fuertes sin azúcar Halls pack de 2 unidades de 32 g.;2.19
Mermelada de frambuesa La Vieja Fábrica sin gluten 350 g.;3.25
Mermelada de arándanos Temporada Hero sin gluten 350 g.;2.95
Bombones de chocolate y avellana Ferrero Rocher estuche 30 ud.;8.99
Caramelos de goma Sour Boom Mix Fini sin gluten 165 g.;1.9
Crema de avellana ecológica Carrefour Bio sin gluten 290 g.;6.75
Chocolate negro 80% cacao Ecuador ecológico Carrefour Bio 100 g.;1.99
Huevo de chocolate con sorpresa Kinder Sorpresa sin gluten 6 ud.;7.25
Geles dulces sabor fresa y pica pica Haribo 150 g.;2.35
Palitos de pan con crema de cacao con avellanas Sticks Nocilla pack de 2 unidades de 30 g.;1.49
Caramelos sabor eucalipto sin azúcar Ricola 70 g.;2.15
Sirope de caramelo Carrefour Original sin gluten 420 g.;1.61
Miel de romero Carrefour Classic' 500 g.;5.35
Chicles sabor hierbabuena 60 Minutos Trident sin azúcar 68,2 g.;3.69
Caramelos sabor eucalipto Mentolin sin gluten 100 g.;2.35
Bombones surtidos de chocolate negro, avellana y trufa Carrefour sin gluten y sin azúcar añadido 198 g.;4.75
Bombones surtidos Merci 250 g.;7.39
Chocolate negro con aceite esencial de limón y pepitas de jengibre confitadas ecológico Carrefour Bio 100 g.;2.25
Chicles de menta sin azúcar Refreshers Orbit 67 g.;4.45
Palitos de pan con crema de cacao y avellanas Choco Mix Sitcks Nocilla pack de 2 unidades de 30 g.;1.49
Miel de flores ecológica Carrefour Bio 500 g.;6.49
Chocolate con leche y almendras sin azúcar añadido Valor sin gluten 180 g.;4.79
Grageas de chocolate con leche m&m's 400 g.;6.45
Chocolate negro 90% Selection Carrefour 80 g.;2.89
Tableta de chocolate con almendras Milka 270 g.;5.99
Caramelos de goma Dinosaurios Haribo 100 g.;1.48
Geles dulces sabor nata y fresa Lanzas Damel 290 g.;1.88
Barritas de chocolate con leche y crema de avellanas Kinder Bueno 8 unidades de 43 g.;6.95
Chocolate negro 70% Lindt Excellence pack de 2 tabletas de 100 g.;7.55
Caramelos sabor mentol y eucalipto extra fuerte sin azúcar Pectol pack 3 unidades de 31 g.;1.6
Caramelos de goma Happy Cola Haribo 150 g.;1.87
Colorantes alimentarios Dr. Oetker 40 g.;3.95
Barrita de barquillo cubierta de chocolate XL Huesitos Valor 230 g.;5.29
Caramelos sabor sandía sin azúcar Halls 128 g.;2.95
Caramelos sabor fresa Halls 128 g.;2.95
Chicles de menta sin azúcar Orbit pack de 4 paquetes de 14 g.;4.29
Crema de avellanas y cacao con dátiles Extra Carrefour sin gluten 200 g.;3.55
Chicles sabor hierbabuena Trident sin azúcar 82,6 g.;3.49
Regaliz de goma sabor fresa y pica pica Carrefour Classic 200 g.;1.4
Caramelos sabor mentol y eucalipto sin azúcar Pectol pack 3 unidades de 31 g.;1.6
Crema de cacahuete suave Capitán Maní sin gluten y sin lactosa 510 g.;4.99
Mini barritas de barquillo cubierta de chocolate Huesitos 270 g.;4.25
Chicles sabor menta Trident 60 minutos sin azúcar 22 g.;1.2
Chocolate con leche con avellanas y uvas pasas Carrefour Extra 200 g.;2.25
Barritas de chocolate con crema de cacahuete y caramelo Snickers Minis 227 g.;4.49
Fresas con nata espumas dulces Fini sin gluten 75 g.;1.13
Bombones surtidos Merci estuche 400 g.;11.65
Chicles sabor fresa Trident sin azúcar 82,6 g.;3.49
Miel eucalipto Carrefour Classic 500 g.;4.75
Mermelada de fresa La Vieja Fábrica sin gluten 350 g.;3.25
Caramelos de goma Berries Haribo 100 g.;1.54
Caramelos sabor limón Respiral sin gluten 350 g.;4.29
Caramelos de goma ázucar Favoritos Haribo 250 g.;3.39
Perlitas de chocolate Vahiné 100 g.;4.19
Arándanos bañados en chocolate negro Carrefour Extra sin gluten doy pack 150 g.;2.95
Caramelos sabor toffee Werther's Original 300 g.;5.25
Bolitas de galleta bañadas en chocolate blanco Conguitos 120 g.;2.39
Caramelos sin azúcar Solano sin gluten 99 g.;3.79
Preparado para gelatina sabor fresa Royal 114 g.;3.19
Chocolate con leche y almendras Valor sin gluten y sin lactosa 150 g.;4.29
Chocolate negro 85% almendras troceadas sin azúcares añadidos Valor sin gluten 100 g.;3.25
Chocolate negro intenso con naranja Lindt Excellence pack de 2 tabletas de 100 g.;6.85
Confitura de fresa Hero sin gluten y sin lactosa 330 g.;2.75
Caramelos sabor café espresso sin azúcar Solano sin gluten 99 g.;3.79
Chips de cereales crujientes cubiertos de chocolate Nestlé Extrafino Choco Chips 115 g.;2.59
Huevo de chocolate con sorpresa Kinder Joy 6 ud.;7.35
Mermelada de melocotón La Vieja Fábrica sin gluten 350 g.;3.19
Preparado para flanes y natillas Potax 192 g.;1.75
Cintas multicolor Carrefour Classic 100 g.;1.11
Preparado para cuajada casera Molino Real sin gluten 68 g.;1.42
Chocolate negro 70% relleno de mousse de naranja sin azúcar añadido Valor sin gluten 150 g.;4.05
Surtido de caramelos Funny Mix sin gluten 300 g.;2.15
Chocolate con leche y avellanas Nestlé Extrafino sin gluten 123 g.;2.35
Caramelos de goma regaliz Black Edition Haribo 150 g.;2.15
Crema de cacahuete suave ecológica Whole Earth 227 g.;5.09
Chocolate negro 60% Lindt Lindor 100 g.;4.05
Caramelos de goma Mini Treats Fini sin gluten 180 g.;1.9
Sirope de miel Ramiflor sin gluten 1 kg.;3.65
Sirope de Agave ecológica Azucarera 360 g.;3.55
Palotes de goma sabor fruta surtidos Damel 90 g.;1.21
Barritas de chocolate blanco y galleta rellena de caramelo Twix white 5 ud.;4.35
Fresas de goma Fini sin gluten 180 g.;1.73
Grageas de chocolate Lacasitos Lacasa sin gluten pack de 5 unidades de 20 g.;3.99
Chocolate negro 99% Valor sin gluten 170 g.;6.45
Confitura de naranja categoría extra light Carrefour 300 g.;1.82
Caramelos de goma Favoritos Red&White Haribo 250 g.;3.39
Chicles sabor fresa y limón Orbit Refreshers sin azúcar 90 g.;4.45
Caramelos de goma Happy Party Fini 500 g.;5.39
Chocolate relleno de mousse de trufa sin azúcar añadido Valor sin gluten 150 g.;4.05
Preparado para hacer pastel sabor limón en polvo Royal 103 g.;1.91
Caramelos sabor lima Halls 4 paquetes de 32 g.;2.95
Chocolate negro 72% cacao especial postres Carrefour Original sin gluten y sin azúcar añadido 200 g.;3.39
Bombones surtidos de chocolate con relleno cremoso Lindt Lindor 337 g.;11.99
Chocolate con leche con avellanas caramelizadas ecológico Carrefour Bio 100 g.;2.69
Coco rallado Vahiné 100 g.;3.59
Crema de anacardos ecológica Carrefour Bio sin gluten 290 g.;6.89
Mermelada de cerezas Temporada Hero sin gluten 350 g.;3.25
Caramelos de goma Favoritos Pica Haribo 250 g.;3.39
Crema de cacao y avellanas sin leche ecológica Nocciolata Rigoni 250 g.;3.85
Caramelos sabor frutos rojos Smint pack 2 unidades de 35 g.;3.95
Crema de avellanas Carrefour Classic sin aceite de palma 400 g.;2.59
Caramelos de goma Favoritos Classic Haribo 250 g.;3.39
Chocolate blanco de coco y almendra Raffaello Ferrero 90 g.;2.95
Colorantes alimentarios Vahiné 3 ud.;3.15
Confitura de albaricoques Diet Hero 280 g.;2.95
Fideos arco iris Vahiné 71 g.;2.29
Confitura de frambuesa Temporada Hero sin gluten 360 g.;3.25
Sirope de fresa Carrefour Original sin gluten 420 g.;2.29
Chocolate negro 70% cacao Valor sin gluten 200 g.;5.25
Caramelos sabor fresa Smint pack de 2 paquetes de 50 ud.;3.95
Grageas de chocolate con leche m&m's 200 g.;4.09
Nubes de goma con chocolate Chamallows Soft Kiss Haribo sin gluten 175 g.;2.85
Chicles de hierbabuena Trident pack de 5 unidades de 13,5 g.;2.59
Chocolate con leche sin azúcares añadidos Valor sin gluten 100 g.;2.89
Frasa para untar 0% azúcar añadido Bebé 230 g.;1.99
Chocolate puro sin azúcares añadidos Valor sin gluten 100 g.;3.05
Caramelos sabor toffe Werther's Original 150 g.;2.95
Chocolate con leche y almendras Maruja 150 g.;1.94
Chicle sin azúcar sabor a menta Clix One sin gluten 50 g.;1.44
Tableta de chocolate para postres Carrefour Simpl 200 g.;2.75
Caramelos sabor limón Smint pack de 2 paquetes de 50 ud.;3.95
Mermelada de fresa ecológica Carrefour Bio 350 g.;2.95
Chocolate negro 92% sin azúcar añadido Valor sin gluten 100 g.;3.79
Bolas de galleta bañadas en chocolate con leche Conguitos doy pack 120 g.;2.59
Mermelada de frambuesa Diet La Vieja Fábrica sin gluten 280 g.;3.15
Crema de cacao con avellanas Nocilla sin gluten 750 g.;7.05
Membrillo De Nuestra Tierra sin gluten 310 g.;4.25
Mermelada de naranja amarga La Vieja Fábrica sin gluten 365 g.;3.19
Chocolate con leche relleno de mousse de avellana sin azúcar añadido Valor sin gluten 150 g.;4.05
Chocolate negro 85% ecológico Oxfam Intermón 100 g.;3.29
Mermelada de melocotón cero azúcar refinado La Vieja Fábrica sin gluten 280 g.;3.25
Mermelada de melocotón Diet La Vieja Fábrica sin gluten 280 g.;2.89
Preparado para gelatina sabor fresa Molino Real sin gluten 170 g.;1.87
Preparado para crepes Maizena 198 g.;2.99
Chocolate negro 72% cacao con naranja Clavileño sin gluten y sin azúcar añadido 100 g.;1.89
Chicles sabor hierbabuena Trident 60 minutos sin azúcar pack de 3 unidades de 22 g.;2.25
Chocolate con leche y avellanas enteras Valor sin gluten 250 g.;6.19
Chocolate con leche Nestlé sin azúcar añadido 115 g.;3.19
Crema 100% avellana Sensation Carrefour sin gluten 180 g.;4.89
Regaliz de goma sabor fresa Fini 200 g.;2.15
Chocolate negro con caramelo y toque de sal Lindt Excellence 100 g.;3.89
Chocolate relleno de galleta Oreo Milka pack de 3 unidades de 100 g.;4.79
Barritas crujientes bañadas en chocolate blanco Nestlé Kit Kat White 146,3 g.;3.29
Chocolate negro Nestlé sin azúcar añadido 115 g.;3.19
Chocolate relleno de crema de fresa Carrefour Classic sin gluten 100 g.;1.48
Dulce de batata Márdel sin gluten 370 g.;2.59
Regaliz de goma sabor mora Fini 200 g.;2.15
Barritas de chocolate con leche, galleta y caramelo Twix Minis 227 g.;4.49
Caramelo con palo Mini Chupa Chups sin gluten 20 ud.;2.95
Chicles sabor hierbabuena Orbit sin azúcar packde 2 unidades de 67 g.;5.45
Caramelos sabor fresa y menta Mentolín sin gluten y sin lactosa 100 g.;2.35
Mermelada de frutas del bosque La Vieja Fábrica sin gluten 350 g.;3.25
Fideos de chocolate Vahiné 71 g.;2.35
Compota de manzana sin azúcar añadido ecológica Ëkolo Bio 350 g.;1.54
Chocolate relleno de caramelo y almendras Milka 300 g.;5.25
Mermelada de tomate categoría extra Carrefour 410 g.;1.81
Preparado para pastel de chocolate Milka Royal 350 g.;5.25
Chicles de menta 60 minutos Trident si azúcar 72 g.;3.65
Confitura de ciruela Diet Hero sin azúcar añadido 280 g.;2.95
Bombones de chocolate negro con relleno cremoso Lindt Lindor 337 g.;11.99
Miel de bosque de Galicia De Nuestra Tierra 500 g.;7.25
Chocolate negro con menta Lindt Excellence 100 g.;3.89
Barrita de chocolate con leche, miel y almendras Toblerone pack de 3 unidades de 50 g.;4.75
Chocolate con caramelo y cacahuetes crujientes Milka 90 g.;2.15
Chocolate con leche extra cremoso Lindt Excellence 100 g.;3.89
Grageas de chocolate Lacasitos sin gluten 325 g.;7.15
Agar Calnort pack de 8 unidades de 16 g.;1.28
Chocolate con leche relleno de trufa y almendras Max Milka 300 g.;5.29
Chicles bubblemint Refreshers Orbit sin azúcar pack de 2 unidades de 67 g.;5.45
Chocolate puro con avellanas enteras Valor sin gluten 250 g.;6.19
Tartaletas de chocolate rellenas de crema de cacahuete Reese's 170 g.;4.85
Chocolate negro relleno de plátano Carrefour sin gluten 100 g.;1.31
Mermelada de higos Temporada Hero sin gluten 350 g.;2.95
Chocolate negro sabor naranja ecológico Carrefour Bio 100 g.;2.69
Crema de avellanas y cacao Natruly sin gluten 300 g.;8.45
Crema de avellanas y cacao con soja Valsoia sin gluten y sin lactosa 200 g.;5.05
Gelatina alimentaria en hojas Vahiné 17 g.;2.55
Gummy Jelly de goma sabores frutales Dulciora sin gluten 300 g.;3.45
Pikotas de goma sabor cereza Dulciora sin gluten 300 g.;4.15
Mermelada de fresa cero azúcar La Vieja Fábrica sin gluten 280 g.;3.25
Chicles sabor eucalipto Orbit 4 pquetes de 10 ud.;4.29
Azúcar avainillado Vahiné 90 g.;2.35
Chocolate negro 85% cacao Nestlé sin gluten 120 g.;3.49
Chicles sabor menta Trident sin azúcar 82,6 g.;3.49
Grageas de chocolate con leche Salted Caramel m&m's 176 g.;4.35
Palitos de pan con crema de cacao Sensation Carrefour 165 g.;2.19
Barritas de chocolate con leche y galleta Jungly pack de 3 unidades de 34 g.;1.79
Gelatina sabor arándanos Royal 31 g.;3.19
Chocolate blanco Lacasitos sin gluten 100 g.;2.35
Palitos de pan con crema de cacao Schär sin gluten y sin lactosa 52 g.;2.59
Chocolate con caramelo y flor de sal Selección Carrefour 100 g.;2.29
Compota de manzana Andros 750 g.;3.59
Chicle sabor menta Trident 60 minutos sin azúcar pack de 3 unidades de 22 g.;2.25
Gelatina sabor fresa Royal sin azúcar añadido 31 g.;3.19
Mermelada de fresa Diet La Vieja Fábrica sin gluten 280 g.;2.89
Dulce de membrillo ecológico Helios sin gluten 330 g.;2.45
Almendras bañadas en chocolate negro Extra Carrefour sin gluten doy pack 200 g.;3.89
Caramelos de goma Tropifrutti Haribo 275 g.;3.39
Crema de avellanas y cacao sin aceite de palma ecológica Carrefour 350 g.;3.89
Gelatina sabor piña Royal 114 g.;3.19
Chocolate negro 85% cacao Madagascar ecológico Ethiquable 100 g.;3.25
Caramelos masticables Pez 67 g.;2.35
Mermelada de fresa categoría extra Ligeresa 330 g.;2.45
Crema de cacao y leche con avellanas Nocilla sin gluten 750 g.;6.95
Preparado para hacer tarta de queso en polvo Royal 325 g.;4.69
Melocotón para untar 0% azúcar añadido Bebé 230 g.;1.99
Jarabe de Arce Ecológico Maple Joe 250 g.;8.45
Chocolate negro con almendras caramelizadas ecológico Carrefour Bio 100 g.;2.69
Chocolate negro Flor de Sal Lindt Excellence pack de 2 unidades de 100 g.;7.59
Cacahuete cubierto de chocolate blanco Conguitos sin gluten 220 g.;4.19
Pintalenguas sabor frambuesa Vidal 157 g.;2.45
Barritas de cereales de chocolate blanco Corny sin azúcar añadido pack 6 unidades de 20 g.;2.99
Chocolate con leche, barquillo y nueces Milka 270 g.;5.29
Bolitas de chocolate rellenas de crema Nestlé Extrafino Cremositos sin gluten 144 g.;3.85
Confitura de cerezas Diet Hero sin azúcar añadido 280 g.;3.09
Confitura de melocotón Bonne Maman 370 g.;3.45
Ositos de goma recubiertos de azúcar Haribo 275 g.;3.39
Crema al cacao con avellanas Milka 340 g.;3.25
Chocolate con almendra y naranja troceada Valor sin gluten 200 g.;6.55
Confitura de frambuesa categoría extra light Carrefour 300 g.;2.65
Chicles sabor sandía Trident pack de 3 unidades de 20 g.;2.79
Chocolate dark Nestlé sin gluten 270 g.;4.69
Caramelos blandos sabor frutos rojos sin azúcar Virginias sin gluten y sin lactosa 110 g.;2.45
Chocolate con leche Lindt pack de 3 unidades de 100 g.;8.39
Agua de azahar Vahiné 200 ml.;3.15
Chicles sabor sandía Trident Senses sin azúcar pack de 3 unidades de 23 g.;2.89
Preparado para hacer tarta con oreo en polvo Royal 215 g.;4.69
