nombre;precio;volumen
Limonada natural con gas Don Simón lata 33 cl;0,75;(2,27 €/LITRO)
Refresco de té al limón zero Upss Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Refresco de té al limón Upss Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Refresco de té al melocotón zero Upss Dia Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Refresco de té sabor hierbabuena y limón zero Upss Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Refresco de té limón sabor original Fuze tea botella 1.5 l;1,99;(1,33 €/LITRO)
Refresco de té limón sabor original Fuze tea lata 33 cl;0,99;(3,00 €/LITRO)
Refresco de té al limón Upss Dia lata 33 cl;0,50;(1,52 €/LITRO)
Café latte macchiato Cafetería de Dia botella 230 ml;0,95;(4,13 €/LITRO)
Refresco de té limón sabor original sin azúcar Fuze tea botella 1.5 l;1,99;(1,33 €/LITRO)
Café cappuccino Cafetería de Dia botella 230 ml;0,95;(4,13 €/LITRO)
Refresco de té al limón zero Upss Dia botella 50 cl;0,59;(1,18 €/LITRO)
Café espresso Cafetería de Dia botella 230 ml;0,95;(4,13 €/LITRO)
Refresco de té verde Upss Dia lata 33 cl;0,50;(1,52 €/LITRO)
Café cappuccino Kaiku vaso 230 ml;1,79;(7,78 €/LITRO)
Refresco de té verde con aloe vera San Benedetto botella 1.5 l;1,15;(0,77 €/LITRO)
Refresco de té de melocotón zero San Benedetto botella 50 cl;0,75;(1,36 €/LITRO)
Café espresso Kaiku vaso 230 ml;1,79;(7,78 €/LITRO)
Café caramel macchiato Starbucks vaso 220 ml;1,99;(9,05 €/LITRO)
Café vainilla Kaiku vaso 230 ml;1,79;(7,78 €/LITRO)
Café light Kaiku vaso 230 ml;1,79;(7,78 €/LITRO)
Café cappuccino Kaiku vaso 370 ml;2,49;(6,73 €/LITRO)
Refresco de té verde con aloe vera zero San Benedetto botella 50 cl;0,75;(1,50 €/LITRO)
Batido de chocolate enriquecido con proteínas Valio botella 260 g;2,25;(8,65 €/KILO)
Refresco de té verde con granada Arizona botella 50 cl;1,39;(2,78 €/LITRO)
Tónica zero Toni Tónico de Dia lata 25 cl;0,35;(1,40 €/LITRO)
Tónica Schweppes lata 33 cl;0,99;(3,00 €/LITRO)
Tónica zero Schweppes lata 33 cl;0,99;(3,00 €/LITRO)
Tónica Toni Tónico de Dia lata 25 cl;0,35;(1,40 €/LITRO)
Tónica Toni Tónico de Dia botella 1.5 l;0,95;(0,63 €/LITRO)
Tónica premium bohemian aromatic berry sensation Royal Bliss lata 25 cl;0,75;(3,00 €/LITRO)
Tónica Nordic Mist lata 25 cl;0,65;(2,60 €/LITRO)
Tónica Schweppes botella 1 l;1,99;(1,99 €/LITRO)
Tónica zero Schweppes botella 1 l;1,99;(1,99 €/LITRO)
Tónica premium yuzu signature tonic water Royal Bliss lata 25 cl;0,75;(3,00 €/LITRO)
Tónica rosa zero Schweppes lata 33 cl;0,99;(3,00 €/LITRO)
Tónica berries Toni Tónico de Dia botella 20 cl;0,79;(3,95 €/LITRO)
(8,75 €/LITRO);Tónica citrus Toni Tónico de Dia botella 20 cl;0,79 €
(3,95 €/LITRO);(3,00/LITRO);Refresco tónica Organics lata 1 l
Gaseosa cero Gaseosa Dia botella 1.5 l;0,50;(0,33 €/LITRO)
Gaseosa cero Gaseosa Dia botella 50 cl;0,32;(0,64 €/LITRO)
Gaseosa La Casera botella 1.5 l;1,25;(0,83 €/LITRO)
Gaseosa La Casera botella 50 cl;0,85;(1,70 €/LITRO)
Gaseosa Geiser botella 1.5 l;1,75;(1,17 €/LITRO)
Gaseosa en polvo edulcorado El tigre sobre 39 g;1,00;(25,64 €/KILO)
Bebida energética zero El diablo de Dia lata 250 ml;0,40;(1,60 €/LITRO)
Bebida energética Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética original Burn lata 500 ml;1,29;(2,00 €/LITRO)
Bebida energética de guaraná El diablo de Dia lata 500 ml;0,99;(1,98 €/LITRO)
Bebida energética de mojito El diablo de Dia lata 250 ml;0,59;(2,36 €/LITRO)
Bebida energética sabor mango El diablo de Dia lata 500 ml;0,99;(1,98 €/LITRO)
Bebida energética ultra rosá Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética sabor piña y coco El diablo de Dia lata 500 ml;0,99;(1,98 €/LITRO)
Bebida energética ultra watermelon Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética mango loco Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética sabor albaricoque sin azúcar Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética green Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética ultra white Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética Red bull lata 473 ml;2,69;(5,69 €/LITRO)
Bebida energética Ultra Paradise Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética sabor killer mandarin Rockstar lata 500 ml;1,50;(3,00 €/LITRO)
Bebida energética sabor guayaba Rockstar lata 500 ml;1,50;(3,00 €/LITRO)
Bebida energética zero Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética zero azúcar Lewis Hamilton Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética sin azúcar Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética ultra fiesta mango Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética absolutely zero Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética monarch Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética green zero Monster Energy lata 500 ml;1,79;(3,58 €/LITRO)
Bebida energética sabor coco y arándanos Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética fruta del dragón Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética Red bull lata 4 x 250 ml;5,69;(5,69 €/LITRO)
Bebida energética sabor baya de junio Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética sabor albaricoque Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética sabor sandía Red bull lata 250 ml;1,59;(6,36 €/LITRO)
Bebida energética sin azúcar Red bull lata 4 x 250 ml;5,69;(5,69 €/LITRO)
Bebida energética sin azúcar Red bull lata 355 ml;2,09;(5,89 €/LITRO)
Bebida energética Red bull lata 355 ml;2,09;(5,89 €/LITRO)
Bebida refrescante de limón Aquarius botella 2 x 1.5 l;3,89;(1,30 €/LITRO)
Bebida refrescante de limón zero azúcar Aquarius botella 1.5 l;1,99;(1,33 €/LITRO)
Bebida refrescante aromatizada cítrico Get move de Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Bebida refrescante aromatizada cítrico zero Get move de Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Bebida refrescante aromatizada naranja Get move de Dia botella 1.5 l;0,99;(0,66 €/LITRO)
Bebida refrescante de limón Aquarius lata 9 x 330 ml;7,99;(2,69 €/LITRO)
Bebida refrescante de limón zero azúcar Aquarius lata 330 ml;0,95;(2,58 €/LITRO)
Bebida refrescante de limón Aquarius botella 1.5 l;1,99;(1,33 €/LITRO)
Bebida refrescante de naranja Aquarius botella 1.5 l;1,99;(1,33 €/LITRO)
Bebida refrescante de naranja zero azúcar Aquarius botella 1.5 l;1,99;(1,33 €/LITRO)
Bebida refrescante aromatizada azul Get move de Dia botella 500 ml;0,69;(1,38 €/LITRO)
Bebida refrescante de melocotón rojo Aquarius lata 330 ml;0,95;(2,58 €/LITRO)
Bebida refrescante de naranja zero azúcar Aquarius lata 330 ml;0,95;(2,58 €/LITRO)
Bebida refrescante de naranja Aquarius lata 330 ml;0,95;(2,88 €/LITRO)
Bebida refrescante de limón Aquarius lata 330 ml;0,95;(2,88 €/LITRO)
Bebida refrescante aromatizada cítrico Get move de Dia lata 330 ml;0,45;(1,36 €/LITRO)
Bebida refrescante de naranja Aquarius lata 9 x 330 ml;7,99;(2,69 €/LITRO)
Bebida refrescante de limón Aquarius botella 500 ml;1,49;(2,98 €/LITRO)
Bebida refrescante aromatizada rosa Get move de Dia botella 500 ml;0,69;(1,38 €/LITRO)
Bebida refrescante aromatizada ice storm Powerade botella 500 ml;1,49;(2,98 €/LITRO)
Bebida de zumo de frutas con leche tropical Zumosfera de Dia brik 6 x 200 ml;1,25;(1,04 €/LITRO)
Bebida de zumo tropical sin azúcares añadidos Zumosfera de Dia brik 1 l;0,90;(0,90 €/LITRO)
Zumo de piña, manzana y uva 100% Zumosfera de Dia brik 6 x 200 ml;1,40;(1,17 €/LITRO)
Bebida de zumo de piña sin azúcares añadidos Zumosfera de Dia brik 1 l;1,00;(1,00 €/LITRO)
Bebida de zumo de manzana sin azúcares añadidos Zumosfera de Dia brik 1 l;0,89;(0,89 €/LITRO)
Zumo de naranja 100% sin pulpa Zumosfera de Dia brik 1 l;1,75;(1,75 €/LITRO)
Bebida de zumo con leche tropical Pascual Bifrutas brik 6 x 20 cl;2,52;(2,10 €/LITRO)
Zumo de naranja 100% con pulpa Zumosfera de Dia brik 1 l;1,85;(1,85 €/LITRO)
Zumo de melocotón y uva Zumosfera de Dia brik 6 x 200 ml;1,50;(1,25 €/LITRO)
Bebida de zumo de frutas con leche mediterráneo Zumosfera de Dia brik 6 x 200 ml;1,25;(1,04 €/LITRO)
Zumo de melocotón y uva Zumosfera de Dia brik 1 l;1,00;(1,00 €/LITRO)
Bebida de zumo de melocotón sin azúcares añadidos Zumosfera de Dia brik 1 l;0,99;(0,99 €/LITRO)
Zumo de manzana 100% Zumosfera de Dia brik 6 x 200 ml;1,30;(1,08 €/LITRO)
Bebida de zumo de naranja sin azúcares añadidos Zumosfera de Dia brik 1 l;1,05;(1,05 €/LITRO)
Zumo de tomate 100% Zumosfera de Dia brik 1 l;1,05;(1,05 €/LITRO)
(0,80 €/LITRO);Limonada Don Simón botella 1.5 l;1,13 €
(0,75 €/LITRO);Bebida de zumo de frutas y leche tropical Don Simón brik 3+1 x 330 ml;1,49 €
(1,13 €/LITRO);Bebida de zumo de mango sin azúcares añadidos Zumosfera de Dia brik 1 l;1,25 €
(1,25 €/LITRO);Zumo piña, manzana y uva Zumosfera de Dia brik 1 l;1,00 €
(1,00 €/LITRO);Bebida de zumo de frutas con leche caribe Zumosfera de Dia brik 6 x 200 ml;1,25 €
(1,04 €/LITRO);Bebida de zumo de naranja Simon Life botella 1.5 l;1,85 €
(1,23 €/LITRO);Zumo naranja exprimido sin pulpa Zumosfera de Dia botella 1 l;2,00 €
(2,00 €/LITRO);Bebida de zumo de frutas con leche tropical Zumosfera de Dia brik 1 l;0,95 €
(0,95 €/LITRO);Bebida de zumo de melocotón light Zumosfera de Dia pack 6 x 200 ml;1,45 €
(1,21 €/LITRO);Bebida de zumo de frutas con leche mediterráneo Zumosfera de Dia brik 1 l;0,95 €
(0,95 €/LITRO);Bebida de zumo de frutas y leche caribe Zumosfera de Dia brik 1 l;0,95 €
(0,95 €/LITRO);Zumo de piña y uva 100% Zumosfera de Dia brik 3 x 200 ml;1,39 €
(2,32 €/LITRO);Zumo de naranja 100% sin pulpa Zumosfera de Dia brik 3 x 200 ml;1,59 €
(2,65 €/LITRO);Néctar de melocotón Zumosfera de Dia botella 1 l;1,45 €
(1,45 €/LITRO);Zumo de piña 100% Zumosfera de Dia brik 1 l;1,40 €
(1,40 €/LITRO);Bebida de zumo de fruta con leche melón y sandía Zumosfera de Dia brik 3 x 330 ml;1,39 €
(1,40 €/LITRO);Bebida de zumo de frutas con leche tropical Zumosfera de Dia brik 3 x 330 ml;1,09 €
(1,10 €/LITRO);Zumo exprimido de uva Merlot y uva roja 100% Zumosfera de Dia brik 1 l;1,99 €
(1,99 €/LITRO);Bebida de zumo light de 10 frutas con 10 vitaminas Juver Disfruta brik 1.5 l;2,49 €
(1,25 €/LITRO);Zumo mente mezcla de frutas con extractos y vitaminas Zumosfera de Dia brik 1 l;1,99 €
(1,99 €/LITRO);Bebida de zumo de naranja, zanahoria y uva Granini botella 1 l;2,79 €
(2,79 €/LITRO);Bebida de zumo de frutas con leche tropical zero Don Simón brik 6 x 200 ml;1,50 €
(1,25 €/LITRO);(1,45/LITRO);Néctar de piña Zumosfera de Dia botella 1 l
Refresco sin gas de naranja y zanahoria Upss Dia botella 1.5 l;1,09;(0,73 €/LITRO)
Bitter Bobby Bitter de Dia lata 25 cl;0,55;(2,20 €/LITRO)
Refresco sin gas de manzana Upss Dia botella 1.5 l;1,05;(0,70 €/LITRO)
Refresco en polvo sabor tropical Tang bolsa 30 g;0,83;(27,67 €/KILO)
Bitter Kas lata 33 cl;0,99;(3,00 €/LITRO)
Bebida de kombucha con limón y jengibre Upss Dia botella 250 ml;1,79;(7,16 €/LITRO)
Refresco de naranja sin gas Upss Dia botella 1.5 l;1,05;(0,70 €/LITRO)
Refresco en polvo sabor limón Tang bolsa 30 g;0,83;(27,67 €/KILO)
Refresco de sandía zero azúcares Fanta lata 33 cl;0,80;(2,42 €/LITRO)
Refresco en polvo sabor naranja Tang bolsa 30 g;0,83;(27,67 €/KILO)
Bebida de kombucha con frutos rojos Upss Dia botella 250 ml;1,79;(7,16 €/LITRO)
Refresco de limón sin gas Upss Dia botella 1.5 l;1,05;(0,70 €/LITRO)
Refresco de naranja sin gas Upss Dia lata 33 cl;0,49;(1,48 €/LITRO)
Ginger ale Schweppes lata 33 cl;0,99;(3,00 €/LITRO)
Pajitas comestibles sabor lima Sorbos caja 170 g;2,75;(16,18 €/KILO)
Refresco tropical sin gas Enjoy botella 1.5 l;1,19;(0,79 €/LITRO)
Agua mineral con frutos rojos zero San Benedetto botella 40 cl;0,99;(2,48 €/LITRO)
Bebida de kombucha con jengibre y limón Komvida botella 250 ml;2,59;(10,36 €/LITRO)
Refresco de fresa sin gas Sonic Upss Dia botella 50 cl;0,69;(1,38 €/LITRO)
Refresco de limón zero Schweppes lata 33 cl;0,97;(2,94 €/LITRO)
Pajitas comestibles sabor fresa Sorbos caja 170 g;2,75;(16,18 €/KILO)
Refresco de zumo de fruta mix zero sin gas San Benedetto botella 40 cl;0,99;(2,48 €/LITRO)
Bebida multifrutas Surprise drinks botella 300 ml;1,49;(4,97 €/LITRO)
Agua de coco Vita coco brik 330 ml;1,89;(5,73 €/LITRO)
Bebida de kombucha con frutos rojos Komvida botella 250 ml;2,59;(10,36 €/LITRO)
Bebida de kombucha fibra Komvida botella 250 ml;2,59;(10,36 €/LITRO)
Cerveza lager Ramblers de Dia lata 24 x 33 cl;7,44;(0,94 €/LITRO)
Cerveza Mahou 5 Estrellas lata 12 x 33 cl;9,96;(2,52 €/LITRO)
Cerveza lager Ramblers de Dia lata 33 cl;0,31;(0,94 €/LITRO)
Cerveza especial Ramblers de Dia pack 12 x 33 cl;4,08;(1,03 €/LITRO)
Cerveza especial Estrella Galicia lata 33 cl;0,87;(2,64 €/LITRO)
Cerveza lager Ramblers de Dia botella vidrio 1 l;1,00;(1,00 €/LITRO)
Cerveza clásica Mahou lata 24 x 33 cl;17,55;(2,22 €/LITRO)
Cerveza clásica Amstel lata 33 cl;0,46;(1,39 €/LITRO)
Cerveza lager Ramblers de Dia lata 12 x 33 cl;3,72;(0,94 €/LITRO)
Cerveza especial Alhambra botella 6 x 25 cl;3,99;(2,66 €/LITRO)
Cerveza Mahou 5 Estrellas botella 12 x 25 cl;7,89;(2,63 €/LITRO)
Cerveza lager Ramblers de Dia botella 6 x 25 cl;1,98;(1,32 €/LITRO)
Cerveza lager sin filtrar El aguila botella 33 cl;0,99;(2,70 €/LITRO)
Cerveza tostada Ramblers de Dia pack 6 x 33 cl;3,00;(1,52 €/LITRO)
Cerveza Heineken lata 12 x 33 cl;9,79;(1,97 €/LITRO)
Cerveza clásica Mahou botella 6 x 25 cl;3,49;(2,33 €/LITRO)
Cerveza Estrella damm lata 12 x 33 cl;10,20;(2,58 €/LITRO)
Cerveza clásica Mahou lata 33 cl;0,77;(2,33 €/LITRO)
Cerveza clásica Mahou lata 12 x 33 cl;9,00;(2,27 €/LITRO)
Cerveza San Miguel lata 12 x 33 cl;8,64;(2,18 €/LITRO)
Cerveza clásica Mahou botella 1 l;1,82;(1,82 €/LITRO)
Cerveza lager Ramblers de Dia lata 50 cl;0,49;(0,98 €/LITRO)
Cerveza especial Ambar lata 9 x 33 cl;7,69;(2,59 €/LITRO)
Cerveza sin gluten Mahou lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza clásica Mahou botella 12 x 25 cl;6,99;(2,33 €/LITRO)
Cerveza San Miguel botella 6 x 25 cl;3,55;(2,37 €/LITRO)
Cerveza Heineken lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza muy suave Ramblers de Dia botella 33 cl;0,69;(2,09 €/LITRO)
Cerveza lager Ramblers de Dia pack 6 x 1 l;5,40;(0,90 €/LITRO)
Cerveza de trigo weissbier Ramblers de Dia lata 50 cl;0,75;(1,50 €/LITRO)
Cerveza San Miguel botella 12 x 25 cl;6,39;(2,13 €/LITRO)
Cerveza especial Cruzcampo botella 6 x 200 ml;3,49;(2,91 €/LITRO)
Cerveza especial negra Ramblers de Dia pack 6 x 33 cl;3,18;(1,61 €/LITRO)
Cerveza especial negra Ramblers de Dia lata 33 cl;0,53;(1,61 €/LITRO)
Cerveza especial Ambar lata 50 cl;1,29;(2,58 €/LITRO)
Cerveza Estrella damm lata 33 cl;0,89;(2,70 €/LITRO)
Cerveza pura malta 1516 Ramblers de Dia lata 50 cl;0,65;(1,30 €/LITRO)
Cerveza doble malta Ramblers de Dia lata 6 x 33 cl;3,18;(1,61 €/LITRO)
Cerveza doble malta Ramblers de Dia lata 33 cl;0,53;(1,61 €/LITRO)
Cerveza tradicional Alhambra lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza rubia original Desperados botella 33 cl;1,59;(3,79 €/LITRO)
Cerveza muy suave Ramblers de Dia botella 33 cl;0,69;(2,09 €/LITRO)
Cerveza de trigo alemana Paulaner botella 50 cl;1,99;(3,98 €/LITRO)
Cerveza doble malta Ramblers de Dia lata 33 cl;0,53;(1,61 €/LITRO)
Cerveza tostada Ramblers de Dia lata 33 cl;0,50;(1,52 €/LITRO)
Cerveza de trigo weissbier Ramblers de Dia lata 50 cl;0,75;(1,50 €/LITRO)
Cerveza tostada Ramblers de Dia pack 6 x 33 cl;3,00;(1,52 €/LITRO)
Cerveza 0,0 alcohol Corona botella 33 cl;1,50;(4,55 €/LITRO)
Cerveza rosé Mahou lata 33 cl;0,95;(2,88 €/LITRO)
Cerveza doble malta Voll Damm lata 33 cl;0,99;(3,00 €/LITRO)
Cerveza extra San Miguel Selecta lata 33 cl;0,99;(3,00 €/LITRO)
Cerveza especial sin gluten Ambar botella 33 cl;1,29;(3,91 €/LITRO)
Cerveza Budweiser botella 6 x 25 cl;4,69;(3,13 €/LITRO)
Cerveza ipa Mahou lata 33 cl;1,12;(3,39 €/LITRO)
Cerveza reserva 1925 Alhambra botella 4 x 33 cl;5,89;(4,46 €/LITRO)
Cerveza reserva especial 1906 botella 6 x 33 cl;7,19;(3,63 €/LITRO)
Cerveza especial blue Salitos botella 33 cl;1,75;(5,30 €/LITRO)
Cerveza mexicana Corona botella 35.5 cl;1,50;(4,23 €/LITRO)
Cerveza bourbon Mahou Barrica botella 33 cl;2,49;(7,55 €/LITRO)
Cerveza especial negra Ramblers de Dia pack 6 x 33 cl;3,18;(1,61 €/LITRO)
Cerveza roja reserva Alhambra botella 4 x 33 cl;5,99;(4,54 €/LITRO)
Cerveza reserva 1925 Alhambra botella 6 x 225 ml;5,99;(4,44 €/LITRO)
Cerveza especial negra Ramblers de Dia lata 33 cl;0,53;(1,61 €/LITRO)
Cerveza artesana Ramblers de Dia botella 33 cl;0,69;(2,09 €/LITRO)
Cerveza Franziskaner botella 50 cl;1,85;(3,70 €/LITRO)
Cerveza tostada doble lúpulo Mahou Maestra botella 33 cl;1,39;(4,21 €/LITRO)
Cerveza doble malta Ramblers de Dia lata 6 x 33 cl;3,18;(1,61 €/LITRO)
Cerveza brune Leffe botella 33 cl;2,19;(6,64 €/LITRO)
Cerveza rubia genuine draft Miller botella 33 cl;1,29;(3,91 €/LITRO)
Cerveza tostada doble lúpulo Mahou Maestra lata 33 cl;1,00;(3,03 €/LITRO)
Cerveza sin filtrar Ramblers de Dia lata 33 cl;0,43;(1,30 €/LITRO)
Cerveza pura malta 1516 Ramblers de Dia lata 50 cl;0,65;(1,30 €/LITRO)
Cerveza especial 18/70 La rubia botella 33 cl;1,29;(3,91 €/LITRO)
Cerveza rubia Pilsner Urquell lata 33 cl;1,39;(4,21 €/LITRO)
Cerveza artesana premiada Ramblers de Dia botella 75 cl;2,79;(2,20 €/LITRO)
(2,70 €/LITRO);Cerveza especial blue Salitos pack 6 x 33 cl;10,50 €
(5,30 €/LITRO);Cerveza especial extreme 8.6 lata 50 cl;1,45 €
(2,90 €/LITRO);Cerveza ipa Ambar lata 33 cl;1,29 €
(3,91 €/LITRO);Cerveza Budweiser lata 33 cl;0,95 €
Cerveza radler con zumo de limón Ramblers de Dia lata 33 cl;0,40;(1,21 €/LITRO)
Cerveza sabor limón shandy sin alcohol Ramblers de Dia lata 33 cl;0,33;(1,00 €/LITRO)
Cerveza radler con limón Amstel lata 12 x 33 cl;9,09;(2,30 €/LITRO)
Cerveza radler con limón 0,0% alcohol San Miguel lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza con limón Shandy botella 6 x 25 cl;3,19;(2,13 €/LITRO)
Cerveza radler con zumo de limón Ramblers de Dia pack 12 x 33 cl;4,80;(1,21 €/LITRO)
Cerveza radler con limón Amstel lata 33 cl;0,79;(2,09 €/LITRO)
Cerveza sabor limón shandy sin alcohol Ramblers de Dia pack 12 x 33 cl;3,96;(1,00 €/LITRO)
Cerveza con limón Shandy lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza radler con limón 0,0% alcohol Amstel lata 12 x 33 cl;9,09;(2,30 €/LITRO)
Cerveza con limón Mahou Mixta pack 8 x 33 cl;6,80;(2,58 €/LITRO)
Cerveza radler con limón San Miguel lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza radler con limón 0,0% alcohol Amstel lata 33 cl;0,79;(2,39 €/LITRO)
Cerveza con limón Mahou Mixta botella 6 x 25 cl;3,90;(2,60 €/LITRO)
Cerveza con limón Mahou Mixta lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza radler con limón Mahou 5 Estrellas lata 33 cl;0,84;(2,55 €/LITRO)
Cerveza tostada 0,0% alcohol Ramblers de Dia pack 12 x 33 cl;5,52;(1,39 €/LITRO)
Cerveza 0,0% alcohol Ramblers de Dia pack 12 x 33 cl;4,20;(1,06 €/LITRO)
Cerveza 0,0% alcohol Ramblers de Dia lata 33 cl;0,35;(1,06 €/LITRO)
Cerveza tostada 0,0% alcohol Mahou lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza triple zero tostada 0.0% alcohol Ambar lata 33 cl;0,79;(2,39 €/LITRO)
Cerveza sin alcohol Mahou botella 6 x 25 cl;3,35;(2,23 €/LITRO)
Cerveza tostada 0,0% alcohol Mahou lata 12 x 33 cl;9,69;(2,45 €/LITRO)
Cerveza sin filtrar 0,0 El aguila lata 33 cl;0,85;(1,97 €/LITRO)
Cerveza tostada 0,0% alcohol Ramblers de Dia lata 33 cl;0,46;(1,39 €/LITRO)
Cerveza sabor limón shandy sin alcohol Ramblers de Dia lata 33 cl;0,33;(1,00 €/LITRO)
Cerveza sin alcohol Mahou lata 33 cl;0,73;(2,21 €/LITRO)
Cerveza tostada 0,0% alcohol San Miguel lata 33 cl;0,73;(2,21 €/LITRO)
Cerveza tostada 0,0% alcohol Mahou botella 6 x 25 cl;4,29;(2,86 €/LITRO)
Cerveza sabor limón shandy sin alcohol Ramblers de Dia pack 12 x 33 cl;3,96;(1,00 €/LITRO)
Cerveza tostada 0,0% alcohol Ramblers de Dia pack 6 x 25 cl;2,99;(1,99 €/LITRO)
Cerveza radler con limón 0,0% alcohol San Miguel lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza 0,0% alcohol Heineken lata 33 cl;0,85;(2,58 €/LITRO)
Cerveza 0,0% alcohol San Miguel lata 33 cl;0,69;(2,09 €/LITRO)
Cerveza radler con limón 0,0% alcohol Amstel lata 12 x 33 cl;9,09;(2,30 €/LITRO)
Cerveza 0,0 alcohol Corona botella 33 cl;1,50;(4,55 €/LITRO)
Cerveza 0,0% alcohol San Miguel botella 6 x 25 cl;3,35;(2,23 €/LITRO)
Cerveza radler con limón 0,0% alcohol Amstel lata 33 cl;0,79;(2,39 €/LITRO)
Cerveza triple zero Ambar lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza 0,0% alcohol Amstel lata 33 cl;0,75;(2,27 €/LITRO)
Cerveza 0,0% alcohol Heineken lata 12 x 33 cl;9,79;(2,47 €/LITRO)
Cerveza 0,0% alcohol Buckler lata 33 cl;0,80;(2,42 €/LITRO)
Cerveza tostada 0,0% alcohol Amstel Oro lata 33 cl;0,89;(2,70 €/LITRO)
Malta Pony lata 33 cl;1,25;(3,79 €/LITRO)
Tinto de verano con limón Dia botella 1.5 l;1,20;(0,80 €/LITRO)
Tinto de verano sin alcohol con limón Dia botella 1.5 l;1,15;(0,77 €/LITRO)
Tinto de verano limón La Casera botella 1.5 l;2,29;(1,53 €/LITRO)
Sangría Dia botella 1.5 l;1,60;(1,07 €/LITRO)
Sangría Don Simón botella 1.5 l;2,09;(1,39 €/LITRO)
Tinto de verano limón Don Simón botella 1.5 l;1,85;(1,23 €/LITRO)
Tinto de verano clásico Dia botella 1.5 l;1,20;(0,80 €/LITRO)
Vino tinto sirah Señorío de Ayerbe botella 75 cl;2,85;(2,65 €/LITRO)
Vino tinto joven D.O. La Mancha Ribera de Algodor botella 75 cl;1,30;(1,73 €/LITRO)
