nombre;precio
HELIOS Mermelada de manzana, sin azúcar añadido HELIOS DIET 280 g.;1.89
HELIOS Mermelada de fresa HELIOS FRUTAPUNTO 350 g.;2.42
HERO 0% Confitura de naranja amarga sin azúcares añadidos 280 g.;2.46
LIGERESA Mermelada de albaricoque con fructosa LIGERESA 330 g.;2.14
SANTA TERESA Membrillo ecológico sin gluten SANTA TERESA 290 g.;4.55
LA VIEJA FÁBRICA Mermelada de naranja amarga cero azúcares refinados 280 g.;3.03
ST.DALFOUR Rapsodia de frambuesas con granada ST.DALFOUR 284 g.;4.32
HELIOS Confitura natural de higo negro HELIOS 330 g.;2.94
AL ANDALUS Melaza de caña de azúcar 300 g.;2.04
HERO Confitura de tomate HERO 330 G.;2.42
PRIETO Dulce de membrillo PRIETO 400 g.;3.25
ST.DALFOUR Mermelada rapsodia de frutas arándanos rojos y azules ST.DALFOUR 284 g.;3.66
PRODUCTO ALCAMPO Diet Mermelada extra de ciruela con edulcorantes 350 g.;1.56
HELIOS Mermelada Diet fresa en 10 tarrinas HELIOS 250 g.;1.6
HELIOS Mermelada de ciruela 340 g.;1.99
HERO Mermelada de frambuesa HERO 360 g.;3.49
HELIOS Confitura natural de fresa HELIOS 330 g.;2.37
HELIOS Confitura natural arándanos HELIOS 330 g.;2.9
LA VIEJA FÁBRICA Mermelada de piña 350 gr.;2.94
HERO Mermelada de mango HERO 345 g.;2.42
ST.DALFOUR Mermeladas variadas (fresa, melocotón, ciruela y naranja) ST.DALFOUR 4 uds. 28 g.;4.61
GOURMET LATINO Bocadillo veleño (Pulpa de guayaba y azúcar) 950 g.;4.74
ST.DALFOUR Mermelada de naranja con piel ST.DALFOUR 284 g.;4.18
HERO Mermelada de pimientos asados, Ideal Maridaje HERO 190 G.;2.9
HELIOS Mermelada de melocotón HELIOS 640 g.;3.28
HELIOS Puré de melocotón ecológico, con azúcares procedentes de fruta HELIOS PURAFRUTA 250 g.;3.41
LA VIEJA FABRICA DIET Mermelada de naranja amarga 350 g.;3.19
HELIOS Mermelada de manzana 340 g.;2.09
PRODUCTO ALCAMPO Macedonia de frutas tropicales en almíbar 3 x 140 g.;3.59
TORNEO Mermelada de melocotón light 310 gr.;1.19
CAMPOMAR NATURE Carne de membrillo ecológico CAMPOMAR NATURE 400 g.;3.49
HELIOS Mermelada de ciruela, sin azúcar añadido HELIOS DIET 280 g.;1.89
PRODUCTO ALCAMPO Lichis en almíbar PRODUCTO ALCAMPO 250 g.;3.25
HELIOS Puré fresas ecológicas, con azúcar procedente de la fruta HELIOS PURAFRUTA 250 g.;3.41
LA VIEJA FÁBRICA Mermelada de frutas del bosque 350 g.;2.94
HERO Mermelada cerezas de temporada de España HERO 350 g.;2.9
HELIOS Mermelada Diet melocotón en tarrinas, HELIOS 10 uds. 250 g.;1.6
BONNE MAMAN Confitura de fresa reducida en azúcares BONNE MAMAN 335 g.;4.04
HELIOS Mermelada de ciruela y kiwi 340 g.;2.09
HELIOS Fruta para untar de melocotón del Valle del Ebro HELIOS PURAFRUTA 250 g.;2.94
ST.DALFOUR Mermelada de naranja y jengibre ST.DALFOUR 284 g.;4.18
LIGERESA Mermelada de ciruela con fructosa LIGERESA 330 g.;2.14
HERO Confitura naranja amarga HERO 365 g.;2.65
ROYAL Topping de chocolate Milka ROYAL 300 g.;3.79
HERO Mermelada de albaricoque de temporada HERO 350 g.;2.9
ST.DALFOUR Mermelada de peras gourmet ST.DALFOUR 284 g.;3.99
HERO Mermelada de cebolla caramelizada 190 g.;2.84
HELIOS Mermelada de melocotón HELIOS FRUTAPUNTO 350 g.;2.24
BEBE Untable 0% melocotón 230 g.;1.66
PRODUCTO ALCAMPO Rodajas de mango en almibar 35 g.;1.5
HERO Confituras surtidas HERO 8 uds. x 25 g.;2.56
HELIOS Mermelada de naranja amarga (sin gluten) 340 g.;2.09
LA VIEJA FÁBRICA Mermelada frambuesa diet 280 g.;2.18
LA VIEJA FÁBRICA FUSIÓN Mermelada piña y mango 280 g.;2.56
LA VIEJA FÁBRICA Mermelada de melocotón cero azúcares refinados 280 g.;3.03
NATURA NUOVA Bolsita de manzana y plátano de origen ecológicos y sin azucares añadidos NATURA NUOVA Bio 100 g.;0.86
LA VIEJA FÁBRICA Mermelada de melocotón, sin azùcar añadida Diet 280 g.;2.56
NORVI Mitades de melocotón en almíbar NORVI 425 g.;2.39
HERO Mermelada de higos de temporada sin gluten HERO 350 g.;2.42
BEBE Untable 0% fresa 230 g.;1.66
HERO Temporada 1886 Mermelada extra con trozos de naranja amarga y mandarina de temporada bote 290 g.;3.22
ST.DALFOUR Mermelada de higo ST.DALFOUR 284 g.;4.18
LA VIEJA FÁBRICA Mermelada de frambuesas cero azúcares refinados 280 g.;3.03
EL QUIJOTE Dulce de membrillo EL QUIJOTE 400 g.;4.23
HELIOS Pera en almíber sin azucares añadidos HELIOS 480 g.;4.04
BIOJAM ABEROS Mermelada de frutos rojos con azúcar de caña ecológica BIOAPRICA 275 g.;2.99
DR. OETKER Perlas de chocolate negro 150 g.;2.9
ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Mermelada extra de manzana con un toque de canela ecológica 250 g.;4.09
BONNE MAMAN Confitura extra de albaricoque reducida en azúcares BONNE MAMAN 335 g.;3.85
ALCAMPO ECOLÓGICO Mermelada de albaricoque ALCAMPO ECOLÓGICO 350 g.;3.28
HELIOS Mermelada de higos extra 340 g.;2.09
HERO Temporada 1886 Mermelada extra con trozos de frutos rojos de temporada bote 290 g.;3.22
HERO Mermelada de fresa y arándanos HERO 290 g.;3.22
BONNE MAMAN Confitura de arándanos reducida de azúcares BONNE MAMAN 335 g.;5.08
HERO Temporada Mermelada extra de frutas del bosque de temporada bote 280 g.;3.13
ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Mermelada extra de tomate de temporada ecológica 250 g.;4.09
EL QUIJOTE Dulce de frutas EL QUIJOTE 400 g.;2.95
BEBE Untable 0% piña 230 g.;1.66
BONNE MAMAN Confitura de frambuesa reducida en azúcares BONNE MAMAN 335 g.;5.03
BONNE MAMAN Confitura de melocotón reducida en azúcares BONNE MAMAN 335 g.;3.75
DR. OETKER Perlas de chocolate con leche 150 g.;2.9
ALCAMPO ECOLÓGICO Mermelada extra de melocotón ALCAMPO ECOLÓGICO 350 g.;2.58
BIOJAM ABEROS Mermelada de frambuesa con azúcar de caña, ecològico BIOAPRICA 275 g.;3.39
LA VIEJA FÁBRICA Mermelada mandarina 350 g.;2.75
HELIOS Confitura de frutas tropicales, toque de zumo de limón y azúcar moreno HELIOS 330 g.;2.23
NORVI Peras en mitades en almibar 460 g.;2.29
ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Mermelada extra de calabaza y naranja ecológica 250 g.;4.09
ELASUN Mermelada de naranja con nueces ELASUN 350 g.;5.99
ALCAMPO CULTIVAMOS LO BUENO ECOLÓGICO Mermelada extra de cereza ecológica 250 g.;4.09
NORVI Fresas en almíbar ligero 150 g.;1.39
ELASUN Mermelada de violetas ELASUN 350 g.;6.64
ALCAMPO GOURMET Mermelada de higos de la Provenza 310 g.;2.99
NATURA NUOVA Bolsita de manzana de origen ecológica, sin azúcares añadidos NATURA NUOVA 100 g.;0.86
BEBÉ Confitura de fresa 370 g.;3.49
BEBÉ Confitura de naranja 370 g.;2.99
BEBÉ Confitura de melocotón 370 g.;2.99
MIGUELAÑEZ Caramelos de goma con forma de mora negra y roja MIGUELAÑEZ 150 g.;1.89
MIGUELAÑEZ Gominolas regaliz torcida negra MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas ladrillo pica dulces MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas mix sabores MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandos en forma de lagrimas frutales sin gluten MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas en forma de botella cola pequeña MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas regaliz en forma de disco color rojo MIGUELAÑEZ bolsa 125 g.;1.89
MIGUELAÑEZ Gominolas megaliz rellenas sabor a fresa MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas besos sabor a fresa MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Regaliz de fresa MIGUELAÑEZ 150 g.;1.89
MIGUELAÑEZ Gominolas blandas en forma de ositos con azúcar MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas en forma y sabor a platano MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas de fideos rojos MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominola mix pica 150 g.;1.89
MIGUELAÑEZ Gominolas regaliz sabor a fresa con nata MIGUELAÑEZ bolsa 150 g.;1.89
MIGUELAÑEZ Gominolas blandas sabor a mora roja y blanca MIGUELAÑEZ bolsa 150 g.;1.89
PRODUCTO ALCAMPO Chicles sabor a hierbabuena sin azúcar PRODUCTO ALCAMPO 70 grageas 100 g.;1.65
HARIBO Caramelos de goma HARIBO FAVORITOS 150 g.;1.7
HARIBO Caramelos de goma HARIBO OSITOS DE ORO 150 g.;1.7
HALLS Caramelos extra fuerte sin azúcares añadidos, 4 uds. HALLS 128 g.;2.65
PRODUCTO ALCAMPO Chicles de hierbabuena sin azúcares añadidos, con edulcorantes PRODUCTO ALCAMPO paquete de 32 uds. 45 g.;0.99
PRODUCTO ALCAMPO Regaliz sabor fresa y relleno 125 g.;0.93
PRODUCTO ALCAMPO Chicles sabor a menta sin azúcar PRODUCTO ALCAMPO 70 grageas 400 g.;1.94
PRODUCTO ALCAMPO Chicles sabor a fresa sin azúcar PRODUCTO ALCAMPO 70 grageas 100 g.;1.94
HALLS Caramelos de eucalipto sin azúcares añadidos, 4 uds. HALLS 128 g.;2.65
PRODUCTO ALCAMPO Gominolas botellas cola 200 g.;1.27
HALLS Caramelos con miel y limón, sin azúcares añadidos, 4 uds. HALLS 128 g.;2.65
ORBIT Chlicles sabor hierbabuena, 46 uds, 64 g.;2.84
HARIBO Caramelos de goma con forma de frutas HARIBO TROPIFRUTTI 200 g.;1.7
SMINT Caramelos comprimidos de menta sin azúcar SMINT 2 x 35 g.;3.7
PRODUCTO ALCAMPO Chicles de menta sin azúcares añadidos, con edulcorantes PRODUCTO ALCAMPO paquete de 32 uds.45 g.;0.99
WERTHER'S ORIGINAL Caramelos sin azúcar WERTHER'S ORIGINAL 90 g.;2.04
HARIBO Surtido de golosinas HARIBO FUNKY MIX 150 g.;1.7
HARIBO Caramelos de goma HARIBO FAVORITOS PICA 150 g.;1.7
HALLS Caramelos de sabores cítricos sin azúcares añadidos HALLS 128 g.;2.65
ORBIT Chicles sabor a hierbabuena ORBIT paquete 4 barritas. 56 g.;3.51
FINI Regaliz relleno Torcidas FINI 125 g.;1.02
PRODUCTO ALCAMPO Gominolas palitos ácidos 200 g.;1.59
KINDER Bueno Barra cubierta de chocolate blanco y relleno cremoso 39 g.;1.0
PRODUCTO ALCAMPO Regaliz pica con sabor fresa y relleno 125 g.;0.94
PRODUCTO ALCAMPO Gominolas ositos brillo 200 g.;1.59
PRODUCTO ALCAMPO Regaliza pica sabor fresa 125 g.;0.93
HARIBO Geles dulces HARIBO FAVORITOS RED & WHITE 150 g.;1.7
HARIBO Caramelos de goma HARIBO OSITOS DE ORO AZÚCAR 150 g.;2.33
BURMAR Caramelos de goma, mxto grande con azúcar BURMAR 100 g.;0.89
MENTOLÍN Caramelos limón & melisa sin azúcar MENTOLÍN 115 g.;2.14
DULCIORA Golosinas blandas DULCIORA 155 g.;1.79
ORBIT Chicles sabor fresa, 46 uds, 64 g.;2.84
ORBIT Chicles de sabor a menta, 46 uds, 64 g.;2.84
FIESTA Caramelos con palo, sabor a fresa y con chicle en su interior FIESTA KOJAK 7 uds.;2.04
HARIBO Caramelos de goma HARIBO STARMIX 150 g.;1.7
HALLS Caramelos de fresa sin azúcar añadido, 4 uds. HALLS 128 g.;2.65
FIESTA Piruletas, FIESTA, 7 x 91 g.;1.99
ORBIT Chicles sabor a eucalipto, 46 uds, 64 g.;3.09
MENTOLÍN Caramelo de menta sin azúcares MENTOLÍN 115 g.;1.79
ORBIT Chicles sabor bubblemint, 46 uds, 64 g.;3.13
BURMAR Caramelos de goma, fresón brillo BURMAR 100 g.;0.89
PRODUCTO ALCAMPO Chicles de fresa en grageas sin azúcares añadidos, con edulcorantes PRODUCTO ALCAMPO paquete de 32 uds.45 g.;0.99
PRODUCTO ALCAMPO Regaliz sabor fresa 125 g.;0.93
TRIDENT Chicles gragea de hierbabuena, 3 uds. TRIDENT 60 g.;2.33
SMINT Caramelos comprimidos de eucalipto sin azúcar SMINT 2 x 35 g.;3.94
RESPIRAL Caramelos bolsa eucaliptus mentol RESPIRAL 150 g.;1.81
SUGUS Caramelos de sabores SUGUS bolsa 150 g.;2.52
ORBIT Chicles sabor a peppermint ORBIT paquete 4 barritas. 56 g.;3.51
PRODUCTO ALCAMPO Gominolas tubitos ácidos fruta 200 gr.;1.99
MENTOLÍN Caramelos con sabor a eucalipto sin azúcar con edulcorantes MENTOLÍN 115 g.;2.14
SMINT Caramelo comprimido con sabor a limón sin azúcar SMINT 2x35 g.;3.7
TRIDENT Chiches gragea sabor hierbabuena, bote de 59 uds. TRIDENT 83 g.;2.94
PRODUCTO ALCAMPO Gominolas corazones melocotón 250 g.;1.99
MIGUELAÑEZ Regaliz ladrillo pica MIGUELAÑEZ 165 g.;1.99
SMINT Caramelos comprimidos de fresa sin azúcar SMINT 2 x 35 g.;3.7
TRIDENT Chicle gragea sabor a menta, 60 minutos de frescura TRIDENT 72 g.;3.13
WERTHER'S ORIGINAL Caramelos sabor a chocolate sin azúcar WERTHER'S ORIGINAL 60 gr.;1.95
DAMEL Palotes (caramelos blandos con fruta natural) 160 g.;1.61
MENTOLIN Caramelos de fresa mentolada MENTOLIN 115 g.;2.14
HARIBO Regaliz negro HARIBO MEGA TORCIDAS 200 g.;2.84
PRODUCTO ALCAMPO Caramelos de chocolate 280 g.;2.19
CHUPA CHUPS Caramelo con palo XXL CHUPA CHUPS 29 g.;0.67
TRIDENT Chicles gragea sabor a hierbabuena, 60 minutos de frescura TRIDENT 72 g.;3.13
RESPIRAL Caramelo mentol, eucalipto RESPIRAL 350 g.;3.7
HALLS Caramelos de sandía sin azúcar, pack de 4 uds. HALLS 128 g.;2.65
TRIDENT Chicles gragea de fresa, bote de 59 uds. TRIDENT 83 g.;2.94
HARIBO Surtido de golosinas HARIBO FAVORITOS CLASSIC 150 g.;1.7
PRODUCTO ALCAMPO Caramelos duros con nata PRODUCTO ALCAMPO 175 g.;1.82
MENTOS Bolsa de caramelos masticables mix frutas con zumo de frutas, MENTOS 160 g.;2.38
ORBIT Refreshers Chicles 30 uds x 67 g.;3.79
TRIDENT Chicles tableta sabor sandía Senses, TRIDENT 69 g.;2.42
ORBIT Chicles sabor mentol fuerte, 46 uds, 64 g.;2.84
NEO Gelatina con frutas del Bosque (caramelos) NEO BOTÁNICA 150 g.;2.33
CHUPA CHUPS Caramelos de goma con azúcar CHUPA CHUPS LENGUAS 145 g.;2.23
MIGUELAÑEZ Gominolas Gomybag 100 g.;1.0
HARIBO Favoritos Box de golosinas 500 g.;5.49
KELIA Palotes con zumo de frutas 12 und 540 ml.;1.0
WERTHER'S ORIGINAL Caramelos WERTHER'S ORIGINAL 300 g.;4.42
TRIDENT Chicles gragea de menta, 3 uds. 66 g.;2.33
MGZ Caramelo con palo Original Gourmet MGZ 31 g.;1.0
NEO Gelatina con jengibre y limón (caramelos) NEO BOTÁNICA 150 g.;2.33
SMINT Caramelos comprimidos de frutos rojos sin azúcar SMINT 2 x 35 g.;3.7
PRODUCTO ALCAMPO Lenguas ácidas de diferentes sabores y colores 200 g.;2.19
MIGUELAÑEZ Regaliz de fresa torcido MIGUELÁÑEZ 200 g.;3.09
CHUPA CHUPS Sugar free Caramelos con palo de papel, de sabores variados y sin azúcar 6 uds.;2.46
PRODUCTO ALCAMPO Mix de golosinas maxi 600 g.;5.78
PRODUCTO ALCAMPO Caramelos de frutas 350 g.;2.19
FINI Wild strawberries Golosinas de fresa 165 g.;1.89
HARIBO Regaliz rojo sabor fresa HARIBO MEGA TORCIDAS 200 g.;2.84
FINI Caramelos de goma Beans FINI 165 g.;1.8
MIGUELAÑEZ Chicles melones MIGUELAÑEZ 165 g.;3.33
WERTHER'S ORIGINAL Caramelos clásicos WERTHER'S ORIGINAL 135 g.;1.89
HARIBO Gominolas blandas de fresas con nata HARIBO 150 g.;2.18
CHUPA CHUPS Mini Caramelo con palo de papel de sabores variados 20 uds.;2.42
ORBIT Refreshers Chicles sin azúcar, sabor tropìcal, 30 uds, 67 g.;3.98
PRODUCTO ALCAMPO Surtido de regalices Fun 300 g.;1.59
HARIBO Regalices rellenos de nata y sabor fresa HARIBO MAXI RELLENOS 200 g.;2.84
PRODUCTO ALCAMPO Caramelos dementa sin azúcar añadido 150 g.;2.19
FISHERMAN`S FRIEND Caramelo sin azúcares añadidos 2 uds. 50 g.;3.32
SMINT Caramelos sabor peppermint, sin azúcar SMINT XL 150 uds. 105 g.;4.66
TRIDENT Dental care Chicles grajea sabor menta 68 g.;2.84
MIGUELAÑEZ Piñata cono grande variada MIGUELAÑEZ 1 ud.;2.9
PRODUCTO ECONÓMICO ALCAMPO Surtido de caramelos blandos con sabor a limón, naranja, fresa y grosella negra 450 g.;2.23
PRODUCTO ALCAMPO Mix de golosinas maxi (geles dulces aromatizados) 600 g.;5.78
HARIBO Happy cola Golosina blanda 150 g.;1.78
MIGUELAÑEZ Bastón rojo y blanco 28 g.;1.43
SMINT Caramelos SMINT BUBBLEFRESH 2x35 g.;3.79
SUGUS Caramelos blandos de diferentes sabores SUGUS 1 kg.;16.52
ORBIT Chicles sabor a fresa ORBIT paquete 4 barritas. 56 g.;3.79
ORBIT Chicles sabor a bubblemint ORBIT paquete 4 barritas. 56 g.;3.51
SMINT Caramelos comprimidos de menta sin azúcar SMINT 3 x 8 g.;3.41
NEO Botánica Gelatina con té verde y lima (caramelos) 150 g.;1.55
MENTOLIN Caramelos de miel y mentol MENTOLIN 115 g.;2.56
ORBIT Refreshers Chicles de sabor a fresa y limón, 30 uds, 67 g.;3.79
HALLS Caramelos de sandía sin azúcar HALLS 32 g.;0.95
HARIBO Favoritos Mix de golosinas blandas red 500 g.;5.49
HARIBO Golosinas surtido (caramelos de goma) HARIBO MAGIC PARTY! 450 g.;5.6
HARIBO Funky mix, Mix de golosinas 500 g.;4.99
MENTOS Chicle sabor sandía MENTOS 60 g.;2.75
ORBIT Chicles sabor peppermint ORBIT 14 g.;0.95
PRODUCTO ECONÓMICO ALCAMPO Surtido de caramelos duros con sabor a piña, tutti frutti, limón, naranja y frambuesa 450 g.;3.99
PRODUCTO ALCAMPO Bolsa con mix de golosinas ácidas, elaboradas con aromas y colorantes naturales 180 g.;1.99
PRODUCTO ALCAMPO Bando acid Gominolas surtidas ácidas 200 g.;2.15
FINI Yogurt jellies Golosinas de fresa 165 g.;2.04
PRODUCTO ALCAMPO Caramelos de menta fresca 350 g.;1.99
SMINT Sours Strawerry Caramelos con vitamina C 49 g.;2.65
MENTOS Bolsa de caramelos masticables mix frutos rojos con zumo de frutas, MENTOS 160 g.;2.38
RICOLA Caramelos sin azúcar sabor mentol 70 g.;1.99
MIGUELAÑEZ Regaliz geles dulces sabores MIGUELAÑEZ 1 kg.;9.99
MENTOLÍN Mentolín extra fuerte MENTOLÍN 115 g.;2.14
ORBIT Chicles de menta fuerte sin azúcares añadidos pack de 4 uds. 56 g.;3.79
PRODUCTO ALCAMPO Surtido de gominolas Ring Mix 250 g.;2.19
CHUPA CHUPS Party mix Golosinas y caramelos de sabores surtidos 400 g.;7.21
CHUPA CHUPS Caramelos con palo Sour CHUPA CHUPS 120 gr.;2.99
CHUPA CHUPS Caramelo con palo xxl 5 und. 145 g.;3.66
SMINT Sours Lemony Caramelos con vitamina C 49 g.;3.49
BURMAR Golosina blanda de melón 100 gr.;1.0
FISHERMAN`S FRIEND Caramelo clásico 2 uds. 50 g.;3.22
FIZZY Piruleta con motivo navideño 40 g.;0.99
BURMAR Golosina blanda crunchy surtido 100 gr.;1.0
MIGUELAÑEZ Mix zarzamora 165 g.;2.65
ORBIT Chicles de fresa ácida ORBIT 14 g.;0.93
BURMAR Golosinas blandas galaxy 100 gr.;1.0
BURMAR Golosinas blandas loros 100 gr.;1.0
CHUPA CHUPS Caramelo con palo milky 10 uds 120 g.;2.37
BURMAR Golosinas blandas frutos rojos 100 gr.;1.0
PRODUCTO ALCAMPO Caramelos con palo de fruta y cola 180 g.;2.19
Saco de Halloween de chuches MIGUELAÑEZ 100 g.;4.59
PRODUCTO ALCAMPO Surtido de gominolas en bolsitas individuales 16 x 25 g.;4.99
TRIDENT Chicle grajea fresa lima 60 min 68 g.;3.09
ORBIT Chicles de eucalipto ORBIT 14 g.;0.93
MIGUELAÑEZ Vasito con chuches 66 g.;3.41
PEZ Caramelo skin 3 rec de 26 g.;1.89
MIDEL Bola pokemon midel 5 g.;3.75
MIDEL Chupete caramelo MIDEL PATRULLA CANINA 15 g.;1.75
CHUPA CHUPS Caramelo con palo de fresa love 10 uds 120 g.;2.37
Surtido de golosinas con peluche Halloween MIGUELAÑEZ 35 g.;3.49
MIDEL Bola Harry Potter 5 g.;3.49
LA LECHERA Leche condensada LA LECHERA 740 g.;3.49
VAHINÉ Impulsor de bollería VAHINÉ 180 G.;2.19
Levadura fresca LEVANOVA, 50g.;0.44
PRODUCTO ECONÓMICO ALCAMPO Leche condensada PRODUCTO ECONÓMICO ALCAMPO 740 g.;2.69
PRODUCTO ALCAMPO Pepitas de chocolate negro 100 g.;1.2
ROYAL Impulsor de bollería 5 sobres 80 g.;2.14
LA LECHERA Leche condensada sirve fácil LA LECHERA ORIGINAL 450 g.;3.37
MAIZENA Levadura panadera MAIZENA 5 uds. 27, 5 g.;1.89
PRODUCTO ALCAMPO Piñones mondados 50 g.;2.52
ROYAL Preparado en polvo con gasificantes para hornear pan ROYAL 27,5 g.;2.08
PRODUCTO ALCAMPO Leche condensada PRODUCTO ALCAMPO 450 g.;2.54
VAHINE Aroma de vainilla 200 ml.;4.04
LA LECHERA Leche condensada LA LECHERA 170 g.;1.71
LA LECHERA Leche condensada LA LECHERA 370 g.;2.56
PRODUCTO ALCAMPO Almendra molida 125 g.;2.14
PRODUCTO ALCAMPO Gelatina láminas PRODUCTO ALCAMPO 9 x 17 g.;0.74
PRODUCTO ALCAMPO Pepitas de chocolate con leche 100 g.;1.2
AZUCARERA Sirope de ágave, de cultivo ecológico 360 g.;2.84
PRODUCTO ALCAMPO Coco rallado 125 g.;1.13
ALCAMPO ECOLÓGICO Sirope de agave ecológico ALCAMPO ECOLÓGICO 350 g.;2.69
PRODUCTO ALCAMPO Preparado para tortitas y crepes 200 g.;1.98
ORIGENS Coco rallado ecológico 200 g.;1.58
LA LECHERA Leche condensada desnatada LA LECHERA 450 g.;3.37
CENTRAL LECHERA ASTURIANA Leche en polvo entera CENTRAL LECHERA ASTURIANA 800 g.;8.99
MOLINO REAL Sirope de chocolate, MOLINO REAL, 300 gramos.;1.59
PRODUCTO ALCAMPO Leche condensada PRODUCTO ALCAMPO 370 gr.;2.03
ROYAL Preparado para flan 8 raciones 186 g.;1.7
Masa madre, LEVANOVA, 38ml.;1.09
PRODUCTO ALCAMPO Gelatina sabor a fresa 2 x 85 g.;1.49
PRODUCTO ALCAMPO Pepitas tres chocolates Chunks 100 g.;1.49
PRODUCTO ALCAMPO Leche condensada desnatada Sirve Fácil PRODUCTO ALCAMPO 450 g.;2.54
PRODUCTO ALCAMPO Impulsor de bollería 6 sobres 90 g.;0.69
MOLINO REAL Cuajada casera en polvo MOLINO REAL 4 uds. x 12 g.;1.0
VAHINÉ Levadura rápida panadera 4 uds. x 4,6 g.;1.8
PRODUCTO ALCAMPO Aroma de vainilla natural 20 ml.;1.79
MAPLE JOE Jarabe de arce (grado A) 250 g.;7.21
ROYAL Preparado en polvo para hacer natillas caseras ROYAL 100 g.;1.43
SCHÄR Levadura deshidratada sin gluten 20 g.;0.86
CENTRAL LECHERA ASTURIANA Leche en polvo desnatada CENTRAL LECHERA ASTURIANA 800 g.;6.68
MAPLE JOE Jarabe de arce ecológico MAPLE JOE 250 g.;7.74
PRODUCTO ALCAMPO Almendra laminada 125 g.;2.14
ROYAL Sirope de caramelo líquido ROYAL 400 g.;2.76
VAHINÉ Fideos sabor chocolate desgrasado sin colorantes VAHINÉ 71 g.;2.14
ROYAL Cuajada azucarada, postre en polvo ROYAL 60 g.;1.99
PRODUCTO ALCAMPO Gelatina sabor a piña 2 x 85 g.;1.49
LA LECHERA Leche condensada desnatada y sin lactosa, ideal para el café, nestlé LA LECHERA 450 g.;3.94
PRODUCTO ALCAMPO Pepitas de chocolate blanco 100 g.;1.49
PROZIS Sirope de chocolate con proteínas Zero PROZIS 355 g.;2.75
PRODUCTO ALCAMPO Caramelo líquido 400 g.;2.32
SCHÄR Preparado para repostería sin gluten 1 kg.;5.03
CLAVILEÑO Cobertura de chocolate negro en gotas 200 g.;2.69
MAIZENA Preparado para elaborar flanes y natillas MAIZENA FLANÍN EL NIÑO 6 x 32 g.;1.63
ROYAL Gelatina en polvo neutra ROYAL 20 g.;2.18
PRODUCTO ALCAMPO Agua de azahar 200 ml.;2.66
BIOJAM ABEROS Sirope de agave ecológico,antigoteo BIOPRICA 500 g.;4.25
ROYAL Gelatina en polvo sabor fresa 0 % ROYAL 31 g.;2.71
PRODUCTO ALCAMPO Gelatina sabor tutti-frutti 2 x 85 g.;1.42
VAHINÉ Pepitas de chocolate negro, 70 % cacao VAHINÉ 100 g.;4.74
PRODUCTO ALCAMPO Gelatina en polvo con sabor a limón 2 x 85 g.;1.49
LA LECHERA Leche condensada desnatada sin lactosa LA LECHERA 387 g.;2.75
ROYAL Preparado para pastel de queso 325 g.;3.79
VAHINÉ Colorantes alimentarios 3 uds. de 6 ml.;3.13
ROYAL 0% Gelatina en polvo sabor arándanos 31 g.;2.65
PRODUCTO ALCAMPO Preparados en polvo para natilla PRODUCTO ALCAMPO 89 g.;1.39
ROYAL Gelatina en polvo sabor fresa ROYAL 114 g.;2.65
SUKALIA Stevia edulcorante en polvo, 200 g.;3.14
VAHINÉ Vainilla azucarada VAHINE 90 g.;2.18
DR. OETKER Perlitas de chocolate DR. OETKER 100 g.;2.46
VAHINÉ Almendras laminadas 125 g.;3.87
SVELTESSE Bote de leche desnatada en polvo con bifudus y calcio SVELTESSE de Nestlé 400 g.;5.6
ROYAL Topping de chocolate Milka ROYAL 300 g.;3.79
PRODUCTO ALCAMPO Crema catalana 92 g.;0.77
MELS Base de tarta de Chocolate MELS 400 g.;2.99
PRODUCTO ALCAMPO Gelatina en polvo con sabor a sandia 170 g.;1.39
ROYAL Gelatina en polvo sabor sandía 0 % ROYAL 31 g.;2.71
PRODUCTO ALCAMPO Pasas sultanas ideales para repostería 125 g.;1.11
PRODUCTO ALCAMPO Palitos de estevia 60 uds.;2.32
MOLINO REAL Impulsor de bollería, gasificante 6 sobres 90 g.;1.07
ROYAL Flan en polvo con azúcar ROYAL 558 g.;4.13
ROYAL Gelatina en polvo sabor limón ROYAL 114 g.;2.71
CALNORT Preparado en polvo de natillas de chocolate 2 x 65 g.;0.89
CALNORT Preparado en polvo para flan con sabor a chocolate 2 X 65 g.;0.89
PRODUCTO ALCAMPO Flan sabor a vainilla 90 g.;0.69
CALNORT Preparado en polvo para crema 2 x 80 g.;1.29
ROYAL Preparado para tarta de Oreo ROYAL 215 g.;3.79
